,sentiment,text
798550,0,@beerwars How sad.  I saw Barbara Walters talking about her this morning 
798600,0,@roxiegirl01 Oh that's so sad. 
798650,0,is heavily researching about Accordance! If only I have the money now... 
798700,0,RIP Farrah.  what a talented actress and strong woman.
798750,0,Off 2 work 
798800,0,...now it's again not working in all my browsers...  !identica session token / internal server error 500
798850,0,some ones playing backstreet boys in g hostel 
798900,0,@Jendalyn Ughh now i have to wait forever  I said be here at 1:30!!!!
798950,0,Love Farrah Fawcett this is sooo sad  America's sweetheart RIP
799000,0,"CAN'T BEAT LIVE MUSIC, WISH I COULD SING BUT I CAN'T "
799050,0,I don't have an appetite and I'm at a buffet  this saddens me
799100,0,Rest in Peace Farrah Fawcett 
799150,0,@ImBurble we got turned away at the last minute as they took away 300 seats.  We queued for 3.5 hours!!!!! 
799200,0,@T4Otalia  2day..it just went across the tv...as a new report 
799250,0,R.I.P Farrah  I'm so devastated by this. I thought she was a brilliant person. http://bit.ly/WK8hk
799300,0,not feeling good at all 
799350,0,@youtubemark45ac @BellaBKNY @Rachele77 @zurplemoon @xjaeva   Courageous lady!   Sad    RIP
799400,0,Wow... Rest in peace Farrah Fawcett 
799450,0,Is REALLY really sad that Farrah Fawcett died!!!!!! 
799500,0,@kristacolvin I have that cd in my car right now. Now song in my head 
799550,0,RIP Farrah. Prayers are with her family! 
799600,0,GUYS the ghost is back at my house. wreaking havoc in the living room at odd hours of the night. cleaning up 
799650,0,@mileycyrus http://twitpic.com/8cmop - i wish i was there 
799700,0,What's the view out of your window right now?  Mine is my veggie garden.... hoping to work in it tonight - unless it storms   50% chance.
799750,0,awwww. i just found out farrah fawcett died 
799800,0,OoooW bad tummy. Stop hurting Charlotte!  you just ate &gt;_&lt;
799850,0,who wants to loan me $2000 until tax time to help me get a car. i wrecked mine and my options are SO limited.  bueller? imagine the karma!
799900,0,why am tipsy at 1:30 in the afternoon. Thanks Theresa! Sad u r leaving 
799950,0,is sad about Farrah 
800000,4,I LOVE @Health4UandPets u guys r the best!! 
800050,4,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
800100,4,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
800150,4,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) "
800200,4,@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too 
800250,4,"@lightblue_82 woo, you won't regret it. "
800300,4,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
800350,4,@katiehayes415 Levon...couldn't have said it better my self.  
800400,4,@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; 
800450,4,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram "
800500,4,"Happy Morning, la toat? lumea!  "
800550,4,@surfclubhit hope you had fun 
800600,4,@PhoneBoy I can't wait to read that. 
800650,4,Uploading photos first before leaving 
800700,4,"@ryuuenx no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it"
800750,4,@colorofviolence yay  i'm happy for you guys....now hurry up and spit out the next one 
800800,4,"just said bye to Rose. :/ On the upside, we've been together for eleven months. "
800850,4,@fromGGwithLove we shud go see obsesses 
800900,4,"@josesosa Ah, typical adolescent boy. It's ok, son. You'll see better days. "
800950,4,@rosekimknits Thanks  Now I need to find a real excuse to not splurge on yarn.
801000,4,@matt_the_great forget the rest...You need to spend the night in prayer cause your only hope tomorrow is a good dose of grace &amp; mercy! 
801050,4,@NileyJemiLover Your Welcome Bestie Whats Up Hunz? 
801100,4,Just got back after an rough roadtrip to Amsterdam on the motorcycle. Had an excellent time there 
801150,4,"@CartBozman don't you worry matey, I'm still around, just trying to juggle podcasting, life, and my Internet life "
801200,4,"Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community "
801250,4,"He feels what I have felt right now, can't sleep and need attention from somebody "
801300,4,@Stacey9705 ahh hi stacey! 
801350,4,Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people.
801400,4,@VampireBill Have a safe trip then. 
801450,4,"@ryanmwilson hmmm,i'll try to help you come up with something "
801500,4,"ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!"
801550,4,"hmm, I should be sleeping but I'm making some awesome CD mixes "
801600,4,is at Moffitt Library with Ate Golda and Kuya Rosauro  iChat with Ate Golda = So much for studying -_-
801650,4,@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:
801700,4,"@Tammzy I hate those shows, and everything they stand for. What a way to make ppl look ridiculous! 'cept Audrina, she's mine "
801750,4,laying in bed. I have high hopes. it's going to be good.  God is GOOD !!! 
801800,4,@idonthavefleas 
801850,4,"http://twitter.com/samiyusuf , very nice a session. I recommend to everyone. Immediate access to news  ws Esma"
801900,4,"oh - and triple H won at wrestlemania...not that I'm counting, but 100% of my predictions were accurate "
801950,4,@tonebeep sooo crazy that its ur middle of the day and I'm bout to go to sleep!..haha hope all is well! Buy any new kicks?!..lol  hollleer
802000,4,@MarlonRibunal thanks dude 
802050,4,Going to go for a walk in Lathkildale - enjoy the sunshine today folks! 
802100,4,"@ogflawless How absolutely delicious of you to say so.  We put our heart and soul into it, so it's nice to know it's appreciated "
802150,4,"I'm always here Juliet, always. I will always be right where I've always been, outside your window. "
802200,4,Yep!  ...out of curiousity though where did ya get those pics of the ferrari from anyway? http://tinyurl.com/dfldvc
802250,4,@BradSugars hi had shared with Jim P we had connected on Twitter.  Let me know if soho can assist.
802300,4,"@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! "
802350,4,says RED buhok qku ! .. hihi ..  http://plurk.com/p/n07qu
802400,4,awake.... on the phone  txt me!
802450,4,@dougiemcfly yell something like angelina jolie's on the tele! worked with my dog 
802500,4,@SITSGirls it does indeed. hope you are well too! why are you awake at this hour? 
802550,4,@OfficialPRofOZ back at ya 
802600,4,is playing SUPERPOKE PETS ..  http://plurk.com/p/n09nq
802650,4,@thejacksonfiles 
802700,4,Good morning twitter world 
802750,4,@Pussycat253 it will all be worth it in the end 
802800,4,@mswilliamsmusic  Hope ur having a great night hun n that ur feeling better.
802850,4,All clear! All important data restored! Now I have to setup my working Mac againï¿½ Thanks to Buddha for incremental backups 
802900,4,@stefanooldeman My pleasure 
802950,4,back home from working out    and i've been eating way too much!!!
803000,4,@verwon Oh my goodness I think so!!!!! I'm so in 
803050,4,Ahh there we go. Just turned the good ole DiggBar off 
803100,4,@omgitsafox It was the highlight of my day.  ha ha...
803150,4,"@michaelgrainger  buddy I really think I forgot that I had already taken my meds and have doubled the dose :0 hubby home soon, I need him "
803200,4,@hungryworship does that mean you're going to kill the eggs...die 
803250,4,Listening to Mr Moyles n team  xx i like men in waistcoats
803300,4,@frontofmonitor Thanks for the twitter love! Hope all is well 
803350,4,"Probably looking at short week too, with long weekend.  enjoy the nice weather!"
803400,4,(8) Ohh what a beautiful morning (8) - imm hooomee 
803450,4,More voting  http://tiny.cc/BjcYj The is a short we did sign up and vote for COFFEE&amp;CREAM and re tweets are apprciated but VOTE! thanks!
803500,4,@Apollo2077 GOODMORNING 
803550,4,@lilyroseallen U should come down this end of the globe sumtime! That's an official kiwi invite 
803600,4,i'm up...have to clean my room and will bake some cake for tomorrow  in 13 1/2 hours its my b-day hehe
803650,4,@ElspethMurray I don't know what Chicago debrief is but it sounds interesting 
803700,4,G'm ya'll! Tired tis' morn. Runnin round cleanin &amp; DYIing like a headless chicken!Hubby &amp; I did a brilliant job on our new bathroom floor 
803750,4,@una_avion2010 Let's go backpacking with him.. 
803800,4,Cover of Womanizer is going online today at 4pm on MySpace  get ready for the best cover song of your life! Lol xx
803850,4,http://twitpic.com/2y6w6 - forgot to say I painted my nails this crazy green today and they look um odd. 
803900,4,"george lopez is keeping me awake, my final tweet until i wake up "
803950,4,I'm off today... Yay!!! 
804000,4,my iPod touch have this tendency to pick Jacky Cheung's songs every time I say Shuffle... 
804050,4,@jonw_uk hmm.. slightly different scenarios methinks 
804100,4,@PinkAvenue morning Pink 
804150,4,Vampires Are Attractive 
804200,4,"@wbaustin  I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  Promise you'll luv it! "
804250,4,"@la_oof  Thanks  Job not until Jan, so plenty of time to practice   Thanks for info re; splash page  xx"
804300,4,"Deer down by the river last night at sunset, egrets &amp; ducks this morning.....I really do love where I live "
804350,4,@jsiegand ou are on a role hahaha i attacked joey 
804400,4,@Thehodge Depends if you add 'because the salary is laughable' after it... 
804450,4,Hallo tweetfriends....its now in germany 11:08 in the morning 
804500,4,"@holyschmoke fingers are firmly crossed for you, any advice, give me a shout "
804550,4,vacancy starring kate beckinsale and luke wilson gonna watch it  fariah lynnnnnn rocks !
804600,4,@Fran6 thx 
804650,4,@fitnessbox Watch this space. Not sure how viable it is yet. Possibly though 
804700,4,Off to the bakery to buy yummy stuff 
804750,4,"@paulissima It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator. "
804800,4,"@Lady_Twitster Good so far thanks, hope yours will treat you well too "
804850,4,Sammie is gay  i right wish this update would come
804900,4,Looking at the pictures my friend shot yesterday. They are beautiful! 
804950,4,"Just got back home, sleep time before going to the (mighty) comm to fetch some beds "
805000,4,"@PerfectElement noooooooo i wish, I just saw it advertised, lmao. I am going for this one!! "
805050,4,@AdrenalineLuke Well I believe you already know my opinion on this kind of freshness. Haha 
805100,4,@mileycyrus http://twitpic.com/2y606 - Wooooooooooow  So cute
805150,4,Just downloaded 'Get Personas' - a Firefoxp plugin which allows you to easily dress up your browser. There's some really nice designs. 
805200,4,@Mumsontop I am I promise  just getting though the week- will catch up just after easter? 
805250,4,ready for Swedenn!  plusssssss+ Miley Cyrus's new soundtrack rocked my socks off...AND NOW MY TOES ARE COLD! thanks a lot! =P
805300,4,@DHughesy I think the pc term is 'twats' 
805350,4,@2NewCats  Anytime  He talked about his book... between Colbert acting like  the usual Colbert ;) It was good.
805400,4,@normaltusker do u know from where it has been lifted or rather &quot;Inspired&quot;? 
805450,4,@ibeatcancrtwice Had to send you a HELLO  Hope your day is great and must retweet you...HUGS!!!
805500,4,"@dibau_naum_h Cool, although if it requires human intervention then it still doesn't solve my problem. "
805550,4,@mattimago Indeed.  I can't wait to board.
805600,4,Is having antitrust training. Important...  But so exciting... 
805650,4,"I swear if you're in any more of my dreams, I'm gonna dieee. "
805700,4,"...on my 1st cup of coffee, good to be alive "
805750,4,dunno wat made her share her past with her colleague but glad she did... 
805800,4,Ooouuhh... Good morning! Wie warm es heute ist! 
805850,4,"@KatiePorrello, i think i burned out on harry potter, but you never know.  "
805900,4,Finally get 'THE HAIR' thing...if you know what i mean 
805950,4,looks like its going to rain 
806000,4,3days till my birthday!! 
806050,4,Yaaaaay. Jac is training my sorcerer to level 35. That means I'll be pwn soon. 
806100,4,Today's audio option: Listen to inspiration for Jim Harold's Campfire - http://jimharold.com/?p=1069. In MKE? Don't forget tweet us too. 
806150,4,"Ohmygosh! I am soooooooooo bored, it's a lovely day though "
806200,4,"@billwixey Wixey!!! Mark makes me coffee, brings me breakfast, pulls out my chair, keeps the temp in the studio a balmy 68. What about u? "
806250,4,@7figpsychic  I love the Princess Bride too! Have it on DVD so we can watch it whenever we want -- inconceivable isn't it! 
806300,4,Chegou o DVD do Leonard Cohen 
806350,4,Just Woke Up / So Tired / School Now / Blahh / Checkk Out My New Blog On My Myspace / 
806400,4,@mileycyrus Aww Well Wer Behind Ya  All Our Support  But Mother Nature Is Kind To Us Today We Hav A 10Pack Guy Wit Us Mmmmm  xxx
806450,4,might go out and see marble today 
806500,4,@mark_uk_ne We know we don't have a Queen. 
806550,4,@asamahmad You would do more damage to the GWIZ that it would have done to you 
806600,4,"@hayley9214 She's okay.  They thought her neck was broken, and she was immobilized. But then they gave her muscle relaxants, and"
806650,4,Has done his good deed for the day and doled out 3 dA subbies. Check out the contest entries and winners here  http://tinyurl.com/co4k2b
806700,4,@turab235 good evening 
806750,4,"Getting ready for first midwife appointment  And, Savannah is going to play with friends, she'll be thrilled. It's a good day!"
806800,4,my housemates cooked the BEST INDIAN CURRY DINNER TONIGHT... and it ended with rocky road ice cream!! Mmmmm.. do i love them or what! 
806850,4,@eoghanquigg Aww good stuff (Y) I would come along if i could.. you need to come to birmingham  Best get back to work now..French =/  xx
806900,4,is about to check out his new techno records from juno 
806950,4,"@judyk113 Yeah, we're going to have neither, but it's all good. Hope you do. "
807000,4,i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism 
807050,4,"Ruby, ruby, ruby, ruby!!!:  Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar"
807100,4,@Mendelt Goodmorning dude! long time no see 
807150,4,@d1sxeyes assuming you're still asleep  I've woken + showered but feeling absolutely knackerrred. So I might sleep again...Keep me posted!
807200,4,@jdbruton thanks jd  its great to connect with you too!
807250,4,Looking forward to publish a paper on developing APIs  @mdekuijper Hopefully at ICSR or other...
807300,4,listening to Taylor Swift - White horse...... LOVE IT! plus watching Two and a half men 
807350,4,"my last dayin the office... tomorrow, im staying at home to pack. "
807400,4,"@barefoot_exec 'mornin, have a great day. "
807450,4,@policymonk I read the funnies first. Puts the day in perspective 
807500,4,@smileyeily No worries 
807550,4,@VMDoug I see you got the luxury suite. 
807600,4,Actually ive been wanting to be able to put dowwn my thoughts as im thinking them for years now. So this is just what i needed 
807650,4,Just for @nnardelli to email round his dep't  http://snurl.com/feo4p Another blog entry: Workload Manager Policy in XML Format - Part II
807700,4,"@Ilovefalloutboy haha, i thought we were both 15. hahaha. "
807750,4,@bradiewebbstack What's ur favourite flavour jelly bean? the black ones rule. no1 else likes them...which is good...4 me 
807800,4,Morning! had a great day. meet a new manager. She is sweet and nice.  my old jerk manager is gone forever!
807850,4,@waugaman thank you! 
807900,4,@eoghanquigg good luck on your new album  x
807950,4,"@Lottiotta  I now suspect the twitter pics might be due to their website designer, mayhap..."
808000,4,@jojova i have to wait until I get to Lazboy- my 2nd home to get the java  if in New York in Syracuse it's pick a pair...ask for Ruthie
808050,4,@Pri_stanzione You are a JO...you know 
808100,4,49F with 25mph winds in April? I think I need to get a refund from the state of Florida.  
808150,4,"@TehJeven @Zarachas I'm in, we'll be the first swarm. (Our forage is not weak!) "
808200,4,"Hello, I just joined twitter, so I don't know what I am doing "
808250,4,@dougiemcfly  Since you're british and you drink alot of tea..what's you favorite one Dougie?  
808300,4,ohh hello the championship's on on itv 4 
808350,4,@melanieleonard yea hopefully it will go quick  yea I want it to be the weekend too xxx
808400,4,"@Sincuidado If you are able to do it, maybe I'll just try and talk you into making one for me "
808450,4,@illy5G i love ur backround pic...  
808500,4,@nosetu I'm proud enough to publicly admit the truth! Now I'm going home before the wife gets there first and shouts at me! 
808550,4,"twitter tip: don't tweet in ALL CAPS, ALL THE TIME if u want ppl 2 follow u back. "
808600,4,"@relevantstudio Hey Jon, how's things working out for you now? That got a tonne of publicity "
808650,4,is mixing a song called &quot; Tempo17&quot; and well.. it's tough. 
808700,4,@ntanzabel cheers! As soon as get more photos I will send a link ! 
808750,4,@Deisesupes love that vid. You ever play it on a night out? 
808800,4,@Wakantanker well ur sausage thing made me hungry so i might just go eat it now... lol 
808850,4,having a nice lazy do-nothing day! and i am loving it! 
808900,4,"Taking baths are way better than showers, lol. Good morning! "
808950,4,@StephanErdman Tip - Bet ï¿½25 on a Champions League match and get ï¿½25 cashback if your bet loses  http://tinyurl.com/coc9uq
809000,4,Had to wake up to feed the baby lamb! 
809050,4,@nick_carter I love that you guys have fully embraced Twitter because we love knowing what you're doing all the time. 
809100,4,@serialseb Nah. Only if you click &quot;Next&quot; too hastily in the installer  
809150,4,"@StarrGazr Organizing quite a tweet summit there; @hooeyspewer, @phillymac, @shanzan, et al., not certain I can commit but I'd like to. "
809200,4,@theshortestfuse that is so cool...good to hear...thanks for sharing!  
809250,4,@caitlinh38 Caution: It can be addictive 
809300,4,@coollike don't quit Twitter 
809350,4,aahhh i need sleep but cloverfield at 3am was worth it! 
809400,4,@shruticute Hmmm... my mom... well... thanni thelichu vettutaanga... 
809450,4,@bobulate ï¿½ I sense that you were an English teacher in a past life.  
809500,4,"@PrettyFontaine Pretty much, good start to the day! "
809550,4,Decided to have a go at T-Shirt design: http://twiddles.spreadshirt.net/ Feedback (and or course purchases) welcome! 
809600,4,@jimyackel hope you are staying warm! Have a great day. 
809650,4,"@chadengle Really good Chad, but had quite a few projects on the go, so de-twittererd myself until I got them done. I can play now  &amp; u?"
809700,4,"@badgerspoon No, but 34F is not good for bare little piggies! Not to mention there are icy patches, and I don't have any stud-soled flops "
809750,4,@UzamakiJ I know! One of my favorite's so a movie?  awesome  And yes loved the songs! Been listening to them on my iPhone... a lot 
809800,4,http://bit.ly/k5Zn - The Fabulous Shmenge Brothers - by Jim Cim #humor #comedy  (Meant to be funny 
809850,4,@Minervity hi bb 
809900,4,@BoogieMom Can we play? 
809950,4,is home from the gym and is going to sit on her butt all day 
810000,4,Have a gig in Northampton at the racehorse tmw night 
810050,4,@mileycyrus  whered u get the cool backround? mines just lik these lame clouds. Luv it! 
810100,4,"@MrFloydNL ha well thats okay then, i'll make sure its in under 6 months "
810150,4,@patricklanglois Skin and bones/Marianas Trench &amp; Top of the world/T.I 
810200,4,Doing TV easy crossword! 
810250,4,listening to music! 
810300,4,@Moist literal  there's a machine at the gym that has the same effect!
810350,4,"Sittin' on my butt, waiting on my new car "
810400,4,@MacDavid hey david!!! thanks for your kind words about my site 
810450,4,"@dcrap yeah man, anything you can do to help get the awareness up would be amazing.  I really appreciate it "
810500,4,wohoooo!! I won a book! breaking dawn by stephenie meyer. happy I finally won something 
810550,4,"@philpalmieri Oh, no worries at all.  I freely admit that I am easy to please with design.  Anyways, all feedback is good feedback!"
810600,4,"@thesurfingpizza I've never seen them &quot;in the flesh,&quot; but I have seen pics here and there online. Thanks for the link  They look rough."
810650,4,@noellegray  Haha mine is a transformer according to the small one 
810700,4,"@LornaJH Ah!  Will let you know how it goes, my love.    Hope life is treating you well. xxx"
810750,4,Welcome JennyROM and Ginny!  @1_Jenny_Love / @fairybaby06
810800,4,"@svgrob haha yeah, it is nice to get away sometimes, rest the ole eyeballs haha Enjoy it! "
810850,4,YaY Joey Joe is on here.....that just made my day 
810900,4,"@Scott Monty, I'd LOVE to take a &quot;Flash Taxi&quot; ride in a Cobra Mustang!!  Hope the Fiesta is a hit today!"
810950,4,is slowly finding the way to be happy...and stay happy.... by being happy 
811000,4,"BTW: welcome to all new followers!  (I wasn't aware there were so many new ones, as the notification didn't seem to work for a while)"
811050,4,"I'm going to bed, have a nice day while I snooze "
811100,4,Where did spring go? I miss you Gavin loves playing outside in the dirt 
811150,4,Easter is 5 days away!  
811200,4,@FabGirl that was exactly the way you were supposed to read that!! 
811250,4,@markboulton #fivesimplesteps The book/packaging came out nice. I look forward to ordering on Tuesday  How much US?
811300,4,@cartoono See now I thought you meant that... but I wasn't sure!!?? LOL! They move to fast for me to get my hands on them... the bats ie. 
811350,4,@Causalien The irony is that I use it every day at work 
811400,4,I'm at my bestest friend in the entire worlds house RIDAAAA  its so cool we haven't hung out in a while well 2 days haha
811450,4,: Jamming to Gabriel &amp; Dresden again   AWESOME!!!
811500,4,"@nokemono42 lol...thank you!  ***sighs, I love Steeler Nation***"
811550,4,cute new item.  http://www.etsy.com/view_listing.php?listing_id=23355584 let me know what you think 
811600,4,Finally slept! And ready to see some submissions into Barona's video contest - $12K up for grabs! Baronavideocontest.com 
811650,4,@JasonBradbury when will the twitter episode be shown? 
811700,4,"@santoshmaharshi dont forget, also photographing "
811750,4,@seNCationDrop congrats. great change is coming! hope all is wellll loveeeee! 
811800,4,@jmuscara I heard that! 
811850,4,@captblackeagle I'd prefer a sea of Red &amp; Black but can't let college town celebration go unnoticed   #godawgsthereisalwaysfootballseason
811900,4,i'm getting busted by my parents for drinking alcohol and using the coconut phone 
811950,4,@MizzWorthy Yay!  x
812000,4,@hiohmegan New shop?? 
812050,4,"@harzer01 Yes, it's amazing! I'd be really stressed right now, if the sun didn't calm me down so immensely  Oh, and: almonds for the win!"
812100,4,@ldylzycrzy plus yay you have $ left over 
812150,4,@nick_carter pleeeease! 
812200,4,http://twitpic.com/3i2yl - JP's 1st time up the eastside of trans..good job! 
812250,4,Let's twitter selectively! 
812300,4,@simsnews i like forums a bit  Yes i do have MSN ;D
812350,4,@kristenstewart9 Would love to chat with you but i can't find you yet. Maybe you have to verify the username first. You're so sweet. 
812400,4,Made it to OKC just fine.  Check-up went great.  I have 20/10 vision!!!  Parker has worn me out!  Good times!  
812450,4,"@KelMacFarlane I think Justin Timberhomo is from Family Guy Live in Las Vegas, the theme song. "
812500,4,"@nick_carter hey Nick, twit me... I'm about to sleep and I need a good night of yours hehehe "
812550,4,Happiness is a choice.  
812600,4,My Daddy got the Blackberry Curve... NOT FAIR!!!  And I thought my LG Dare was pretty cool... hahaha I luuuuuuuuuuv you Daddy!
812650,4,is going to bed. Long day today! love ya camilo  shall be up in 7 hours! (shhh... Zaxk is cute)
812700,4,@hollymcombs I don't know if I'm doing this right. Hope you get this. Just wanted to say that you're 1 of my favorite actresses. 
812750,4,@nick_carter it most be a good one 
812800,4,@joelpiper 4hours boom boom  http://www.4hoursmusic.com
812850,4,Had a grand time at Mah Jongg today 
812900,4,finally!!!!! comfortable in my bed 
812950,4,chillin...preparing 4 4 20 
813000,4,"Wow, that was like watching two different M's games. I'll take the win. "
813050,4,"@kxoj Well man - it's been nice so far!!!  Of course, all I've seen is from the airport to the hotel at night "
813100,4,@CARLiEPERRY 0h n0thing 
813150,4,"@NicoleLaurenL do you mean documentary? If so, may I sugget Man on Wire. The Bridge is good too, but is a little depressing... "
813200,4,is going to see seventeen again tomorrow....or today if you wanna get technical 
813250,4,ask me ask me ask me  wishing i was there
813300,4,"Set Patrick's new puter up. It's powerful enough for him to do some serious recording, and remixing on his own. "
813350,4,"@danadearmond Wiuth a red carpet in your bedroom, you know for a fact that Tee Reel will show up at least... "
813400,4,"@Oprah Good nite Oprah, good show today "
813450,4,Oh great. No a/c in the house. &amp; it won't be fixed until Monday :/ Mall tomorrow  after work with the BFF! 
813500,4,"@kristenstewart9 i went and saw adventureland tonight, YOU were amazing. "
813550,4,@gingerswann Nice. I can be dubbed &quot;The Starbucks Family.&quot; 
813600,4,"@adrianalovesjb that's okay hun. thanks though  and yes, i had an amazing day!!  love ya too!!! &lt; 333 xoxoxo "
813650,4,"Best to stay positive  Got a secret and brilliant present for Steve, he needs happy in him!"
813700,4,ive decided i should have gone 2 culinary school  i like food way too much
813750,4,"@kartar   it's not like I have a lot to do, many people rushing around making me beautiful..."
813800,4,@r0cktastic love! when do you have to be at your final destination by? you should pit stop in madison. 
813850,4,@cenelson08 HA! LOL I forgot u down there with Turner no leisure time with her!  Gotta get my bartending skills ready
813900,4,off to bed...see ya tomorrow tweeps. 
813950,4,"@Thomaserb man taking your time or what??  LOL LOL, just kidding, i know how it goes man, LOL "
814000,4,@waynescoat Glad you got a kick out of that! 
814050,4,the bill was an epic show it was the best well off 2 bed now yay sleep.....  
814100,4,One great thing about Twitter is you learn to &quot;skim read&quot; and screen content using icons. 
814150,4,"@alexknowshtml you think that's scary, think about the fact that your mom &amp; most journalists have the same depth of understanding "
814200,4,"Good morning!  sun still shining but...birds ain't chirping..caprices ain't boomin, no crackheads beggin.....must be Saturday..."
814250,4,My best friend's baby has arrived! Riley Jay Clarke 
814300,4,"now I'm bored, I have no-one else to talk to. might go bother Demi xD @ddlovato 15th june! hopefully i'll meet my idol!  I LOVE YOU! &lt;3"
814350,4,"going to work now, look at my stuff to do with new york later "
814400,4,@kattatonic - welcome!  
814450,4,@womenspost isn't that the whole idea of being self employed?  
814500,4,Having a Jonas party at @meghan01's crib. 
814550,4,@suzannetobias Ended up getting the cheapest one Attitudes had ($21!). But thank you. 
814600,4,@Jack_Palahniuk Good   Well I'm off to walk my dog x
814650,4,just held some lambs...how cute?! 
814700,4,@starbucks Needs a coffee delivery service in CO today. we ran out of beans and we NEED our Starbucks!!! 
814750,4,@TheyRock   ahh moi j'ai regardï¿½ des ï¿½pisode juska 1h du mat' heir mdr  oui ï¿½ava 
814800,4,Off to my baseball game...Go Indians 
814850,4,Todays is Teach Your Daughter To Volunteer Day. Please do! 
814900,4,Final interview with Bloomingdales 
814950,4,inner peace - love - light - healing - it changed my life 
815000,4,@proyecto en alternate 
815050,4,back to my old ways. whoop whoop! 
815100,4,Is just back from the beach with the kids. . 
815150,4,Finally saw Susan Boyle. What a little gem 
815200,4,"@christig Yay Christi!  You didn't say it was part II... But close enough.  Here's your prize &quot;Yes, you're very smart.  Now shut up.&quot; "
815250,4,"@msv247 Stay your behind (a very nice one, at that) inside.  I'll enjoy it enough for us both since I'm such a great friend.   "
815300,4,Finally have some of The Horrors back on my itunes... New album in May  But I still love Death at the Chapel... its ridiculous
815350,4,wooo curly hair for partayyy 
815400,4,"Goodmorning world, i think i'm in for a beautiful, slightly hectic, amazing day. "
815450,4,@RachelQueen i am. 
815500,4,Watching quarantine with lukka 
815550,4,heading out for a bike ride. 75f in Chicagoland 
815600,4,"You might not notice it, but my travels on this trip are.. almost Biblical.  Cana, Damascus, Antioch, etc."
815650,4,@surianee ye face book photo upload dgn twitter update... tapi pc kena power baru best sikit 
815700,4,"are going to make food!  jookern is here fucking around, and im following her to a bday party later."
815750,4,"Being lazy and bored. Thinking I'd want to do something really weird.. Hmmm, joining twitter apparently wasn't weird enough. "
815800,4,@combustionglass That is AWESOME. 
815850,4,Making dinner for my self 
815900,4,"@Lexisauce And if it wasnt in your room, just pump up the volume  #ASOT400"
815950,4,is excited to be working for the city in a month! 
816000,4,"@arthurficial Nah, it is meeting with Major Hospital group and Major Medical Funder. ;) I'll have to organise DBN sometime "
816050,4,at home cleaning...and then off with Ben 
816100,4,"@rousch good morning RJ , yeah me too i just woke up, and im still feeling tired thou "
816150,4,in the beauty parlor getting prettier  going to shop for my bday dress today!
816200,4,Good Morning to the World of Tweets 
816250,4,@bifnaked I grew up in WV and miss Ambelside! Enjoy!!! Wish I was there too 
816300,4,@bror00 the explorers are always the ones to get slaughtered 
816350,4,@MaraBG 4hours boom boom  http://www.4hoursmusic.com
816400,4,@Bluegrass_IT np - There aren't many networking events i don't goto  Which do you get out to...?
816450,4,"@MadPsaila how do you pronounce, not who. i am really bad at english. "
816500,4,@Ruthiet2003 sneaking in your vodka?? I do  makes the movies more fun
816550,4,@MusicBizGuy - stop thinking and start feeling - it's WAY easier. 
816600,4,"never waste a sunny day  working out, tanning, then shopping and work "
816650,4,@steffiakamissb I'm going to the first show @ MSG in New York! 
816700,4,@publichistorian erm got muddled on what screen I was on and thought reply to earlier direct. Sorry for confuze 
816750,4,heading up to campus to tailgate. Hope we win 
816800,4,Just had dinner with the family...watching some TV 
816850,4,"@BrentDPayne That's pretty funny, I'm impressed "
816900,4,"@StacyLibby YMCA, but I'm not sharing dad-Bob. he's all mine "
816950,4,"@RealHughJackman Thanks for the interview we just had, it was great, man! Have fun in Berlin! I'm looking forward to the next junket! "
817000,4,"out and about with Sammy, the only one who seems to be there for me anymore, excited about the pool party!! Miss you mom! Txt, call me "
817050,4,is selling some furniture!  
817100,4,hey people 
817150,4,still on kash's twitter  lol..shes going to be maddd
817200,4,I've created the official website for my band. www.darrastao.com 
817250,4,@89c4 no issues. I think i might have missed a message!!!   Glad you like the content!!  spread the word and share the site. 
817300,4,Thinks the Blues were amazing today and cant wait to go watch them in the Heineken Cup Semi 
817350,4,"On a binge. First, library. Next, used bookstore. Finally, the big B&amp;N in Huntsville. Don't expect to hear from me again for awhile. "
