id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
33477,US,"Herb and citrus aromas lead to lightly spritzy, just off-dry tropical fruit flavors that linger.",Réjouissant,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ancestry 2014 Réjouissant Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Ancestry
98727,Italy,"Simple and refreshing, this opens with a light floral fragrance and a whiff of pear. The easy palate offers tart green apple and a citrus note alongside bright acidity.",,85,10.0,Northeastern Italy,Friuli Grave,,Kerin O’Keefe,@kerinokeefe,Cabert 2014 Pinot Grigio (Friuli Grave),Pinot Grigio,Cabert
48657,France,"The rare ripeness of the 2009 vintage is shown in the high alcohol, for Beaujolais at least, of this wine. Not that it shows, except in weight. The acidity is right there along with ripe plums. An ageworthy, finely concentrated wine.",Clos de la Brosse,92,23.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Paul Beaudet 2009 Clos de la Brosse  (Saint-Amour),Gamay,Paul Beaudet
89140,US,"Made from Beckstoffer's portion of To Kalon, this is exceptionally rich and decadent. Cabs don't get much riper. Blasts off with black currants, cassis, chocolate fudge and exotic spices. But the wine is soft and the alcohol is quite high, making it almost sweet. Would benefit from being drier and more structured.",Vice,89,150.0,California,Oakville,Napa,,,Vice Versa 2005 Vice Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Vice Versa
73329,US,"Beautiful craftsmanship is on display in this mélange of mouth-coating butterscotch, Meyer lemon and sweet citrus flavors. It's rich without being at all tiring, and the lengthy and succulent fruit flavors keep adding details, such as hints of cucumber and herb.",,94,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Mark Ryan 2009 Chardonnay (Columbia Valley (WA)),Chardonnay,Mark Ryan
25064,Portugal,"This is a lightly structured wine with a soft juicy black-fruit character. It is smooth, rounded and with a crisp aftertaste from the acidity. It is ready to drink.",Colheita,85,10.0,Douro,,,Roger Voss,@vossroger,Adega Vila Real 2015 Colheita Red (Douro),Portuguese Red,Adega Vila Real
86843,Spain,"Caramel and maple aromas are welcoming and fresh but not sophisticated. This has a simple mouthfeel along with flavors of coffee, mocha and chocolate. A nutty, short finish is smooth and tasty but devoid of complexity.",Medium Golden,87,18.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Osborne NV Medium Golden Sherry (Jerez),Sherry,Osborne
95789,France,"The small Côte de Léchet Premier Cru offers a steely vision of Chablis—crisp and driven by apple and grapefruit flavors. It is bright and taut; like any wine from this vineyard, it needs to age for at least three years.",Côte de Léchet Premier Cru,90,35.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2010 Côte de Léchet Premier Cru  (Chablis),Chardonnay,La Chablisienne
92765,Italy,"Aromas suggesting underbrush, toast, leather and dried herb lead the nose while the brawny, one-dimensional palate offers cherry marinated in spirits and licorice. The heat of evident alcohol throws it off balance.",Rosso,87,,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Girolamo Russo 2014 Rosso  (Etna),Red Blend,Girolamo Russo
94352,Spain,"Medicinal cherry and plum scents come with a grassy, minty persistence. This feels tannic and syrupy, with some heft, accompanying sweet black-fruit flavors that are green and herbal at the core. It finishes chunky, with a minty aftertaste.",Dehesa Gago,85,18.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Telmo Rodríguez 2010 Dehesa Gago  (Toro),Tinta de Toro,Telmo Rodríguez
129762,US,"It shows ultrarich tannins and a flavor complexity ranging from briary wild blackberries and prunes to currants, nettles, sweet tea and softened cola. It's absolutely dry, despite or perhaps because of very high alcohol. The wine is unapologetic about that ripeness, instead asking only to be happily paired with barbecue.",,87,20.0,California,Russian River Valley,Sonoma,,,Novy 2012 Zinfandel (Russian River Valley),Zinfandel,Novy
109520,Portugal,"From a high-altitude vineyard in the heart of the Douro, this is a fruity while well textured wine. With a strong mineral character that comes from the lees stirring during fermentation, it has both bright citrus fruits with acidity and a more tropical character. Drink now.",Tom de Baton Branco,88,15.0,Douro,,,Roger Voss,@vossroger,Magnum Vinhos 2013 Tom de Baton Branco White (Douro),Portuguese White,Magnum Vinhos
100873,US,"This is a fun, complex wine, a blend of 79% Sauvignon Blanc, 18% Muscat Canelli and 3% Viognier, all mountain-grown. Orange blossom and jasmine permeate the inviting entry before waves of creamy tangerine and peach play on the palate, lifted by lively acidity.",Wow Oui,91,27.0,California,Pine Mountain-Cloverdale Peak,Sonoma,Virginie Boone,@vboone,Imagery 2015 Wow Oui White (Pine Mountain-Cloverdale Peak),White Blend,Imagery
81199,US,"An earthy, spicy and lean wine, veering on austere, this is elegant and softly layered. Wild strawberry, mushroom and forest combine with a subtle suggestion of black tea and cinnamon to form a delicious experience that's long-lasting on the palate.",,91,51.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Papapietro Perry 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Papapietro Perry
37907,France,"Soft Champagne, with a white fruit character, tasting ripe. The acidity is there, although it is unbalanced against the high dosage. The general feel is heavy.",Grande Réserve Brut,84,40.0,Champagne,Champagne,,Roger Voss,@vossroger,Château de Bligny NV Grande Réserve Brut  (Champagne),Champagne Blend,Château de Bligny
92880,US,"Key-lime pith, light jasmine, lemongrass, kiwi and a touch of lemon brioche aromas show on the nose of this energetic and tasty wine by the Duckhorn crew. The palate is commanded by a great textural grip offering flavors of Gravenstein apple, sea salt and saltine cracker.",Dierberg Vineyard,92,55.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Migration 2014 Dierberg Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Migration
19161,France,"While the fruit is delicious, full of blackberry flavors, a powerful tannic core shows a firmer side to this wine. As the wine opens up, it becomes dense, concentrated, with ripe Merlot fruitiness. At the end, all is freshness and light. Drink from 2020.",,90,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Latour à Pomerol 2012  Pomerol,Bordeaux-style Red Blend,Château Latour à Pomerol
119963,US,"This wine deftly combines 52% Napa County Merlot and 33% Sonoma County Syrah with 15% Napa County Cabernet Sauvignon. Each of the varieties is allowed its chance to shine, showing firm structure and leveled, supportive acidity around dark red cherry, meat, leather and coconut oak.",,91,85.0,California,Napa County-Sonoma County,Napa-Sonoma,Virginie Boone,@vboone,Galaxy 2013 Red (Napa County-Sonoma County),Red Blend,Galaxy
100700,Portugal,"Balanced, ripe and structured, this is a fine reflection of the minerality that comes from Douro vineyards. It has firm tannins along with perfumed berry fruit and bright acidity. The wine is ready to drink, although it will be better from 2017.",Colheita,89,20.0,Douro,,,Roger Voss,@vossroger,Duorum 2014 Colheita Red (Douro),Portuguese Red,Duorum
120241,Israel,"Inky violet-red in the glass, this wine has a fruit-forward nose of black cherry and strawberry. There is a good balance of acidity and tannins amidst flavors of black cherry, raspberry, caramel and orange zest. The perception of light spice remains on the tongue after the gentle finish.",Mt. Tabor,90,15.0,Galilee,,,Mike DeSimone,@worldwineguys,Tabor 2013 Mt. Tabor Shiraz (Galilee),Shiraz,Tabor
78025,US,"This is a blend of grapes from Mario's Vineyard and Central Park West Vineyard, both in St. Helena. Full bodied and voluptuous, it offers classically tuned touches of cedar, dried herb, lingering red cherry and cassis. Sizable tannins give it plushness and depth. Drink now through 2022.",Mario's Estate Grown,91,60.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Trinchero 2012 Mario's Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trinchero
115536,France,"This juicy, fruit forward Grenache offers flavors of red plum, blueberries and licorice supported by notes of rosemary and roses in the background. Silky texture with ample tannin and acidity leads into a fairly long and nicely evolving finish. Excellent choice for red meat dishes. Imported by The Portfolio Group.",Old Vine,88,46.0,Languedoc-Roussillon,Minervois La Liviniere,,Lauren Buzzeo,@laurbuzz,Château Maris 2005 Old Vine Grenache (Minervois La Liviniere),Grenache,Château Maris
15885,US,"This is an imposing, enormous style of wine that smells minty, tastes dense and ripe, and feels massive due to full body and layers of fine tannins. It will be fun to drink with grilled lamb chops or something equally rich, where all the tannin and flavor will meet their match.",Reserve,89,40.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Ironstone 2009 Reserve Meritage (Sierra Foothills),Meritage,Ironstone
23578,US,"If hedonism is what you like in a Cab, you'll love this lush bottling from Peju. It's softly delicious, offering waves of complex blackberries, blueberries, currants, sandalwood and sweet milk chocolate. Outstanding, and easy to find, with 10,000 cases produced.",,93,45.0,California,Napa Valley,Napa,,,Peju 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Peju
64611,US,"From this Calistoga vineyard, a first rate Cabernet, sumptuous and elegant. The fruit straddles an interesting line between herbaceous, green olive notes and riper ones of blackberries. Feels just great in the mouth, plush and sensual. Unquestionably an ager.",Palisades Vineyard,91,60.0,California,Napa Valley,Napa,,,Clos Pegase 1999 Palisades Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clos Pegase
11174,US,"Smells a little herbal-weedy, tastes a little semisweet and soft, with raisiny blackberry and cherry flavors. Ready now.",Stagecoach Vineyard,84,35.0,California,Napa Valley,Napa,,,Miner 2004 Stagecoach Vineyard Merlot (Napa Valley),Merlot,Miner
56668,Italy,"Structured and savory, this polished wine doles out aromas and flavors of mature plum, crushed black cherry, violet, black pepper and clove. Firm but fine-grained tannins provide the framework. Drink 2016–2021.",,91,50.0,Tuscany,Montecucco,,Kerin O’Keefe,@kerinokeefe,Amantis 2009  Montecucco,Sangiovese,Amantis
1117,US,"Rich cherry and spicy black pepper introduce the nose to this wine from the Adelaida district. The flavors explore the more nuanced, not overly jammy side of the grape, with tart acidity and a good tannic backbone ensuring a long life. Decent now, but better to drink 2018–2022.",Reserve,90,56.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Daou 2012 Reserve Zinfandel (Paso Robles),Zinfandel,Daou
19083,US,"A very interesting wine, this is bone dry, complex and smoothly tannic. The cherry, blueberry and red licorice flavors mingle with charred meat and oak notes that change constantly in the glass. Tempranillo's acidity gives it all a nice tart bite. Drink now.",Don Miguel Vineyard Unfiltered,91,45.0,California,Russian River Valley,Sonoma,,,Marimar Estate 2009 Don Miguel Vineyard Unfiltered Syrah-Tempranillo (Russian River Valley),Syrah-Tempranillo,Marimar Estate
63268,Italy,"Here's a delicately scented wine that offers aromas suggesting mature orchard fruit, botanical herb and wild flower. The subtle palate is a bit more reserved, showing yellow apple, nectarine, saline and a hint of bitter nut alongside bright acidity.",Bianco Maggiore,89,,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Cantine Rallo 2015 Bianco Maggiore Grillo (Sicilia),Grillo,Cantine Rallo
96850,US,"Fresh Anjou pear mixes with candied banana on the nose of this straight-forward Pinot Grigio. Light and zippy, the palate is green-apple focused, finishing on a creamy lemon note.",,85,19.0,Virginia,Virginia,,Alexander Peartree,,Rosemont 2014 Pinot Grigio (Virginia),Pinot Grigio,Rosemont
17218,France,"With some sweetness, this is a ripe and full-bodied wine. It tastes of honey as well as creamed pear and apricot, all gathered within a soft texture.",Vieilles Vignes,86,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Schoffit 2010 Vieilles Vignes White (Alsace),White Blend,Domaine Schoffit
54631,Australia,"Very similar in style and feel to the 2005 offering, Wise's 2006 Single Vineyard Chardonnay is a crisp, nicely structured wine with a preponderance of citrus and toasty oak flavors. Apple and pear notes add just the right amount of fleshiness.",Single Vineyard,90,27.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,Wise 2006 Single Vineyard Chardonnay (Western Australia),Chardonnay,Wise
110563,US,"Lots of ripe blackberry, currant, toasty oak and spice flavors shine in this dry, tannic young Cabernet. Small proportions of Merlot, Petit Verdot, Malbec and Cabernet Franc add complexity to the blend. Drink it over the next few years.",,87,60.0,California,Napa Valley,Napa,,,Faust 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Faust
77565,Italy,"This hearty red wine from central Italy would pair well with grilled meat or veal wrapped in sage leaves and sliced prosciutto ham. Loads of red berries are followed by notes of exotic spice, leather, tobacco and firm tannins. Drink in 3–5 more years.",Tullum,91,22.0,Central Italy,Abruzzo,,,,Feudo Antico 2008 Tullum Red (Abruzzo),Red Blend,Feudo Antico
117965,US,"The aromatic intensity takes you quickly to the signature heart of the grape. It's floral and spicy, leading to concentrated flavors of citrus and stone fruits. It's ripe, dry and penetrating.",Dry,90,14.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Foris 2015 Dry Gewürztraminer (Rogue Valley),Gewürztraminer,Foris
72077,Italy,"Made entirely with organic grapes, this delicately sparkling wine boasts enticing scents of white spring flower, beeswax and pear. The vibrant, ethereal palate is loaded with finesse, offering Rennet apple, lemon and mineral alongside crisp acidity and a light, elegant perlage.",Fields Brut,91,13.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Pizzolato 2016 Fields Brut  (Prosecco),Glera,Pizzolato
116380,South Africa,"Elegant, integrated and balanced, this Bordeaux blend from lauded winemaker Miles Mossop offers an Old World-style experience that is both subtle and stylish. A touch of spice and oak on the nose lead into taut but tasty flavors of smoky spice and fruit.",Max,85,35.0,Coastal Region,,,Susan Kostrzewa,@suskostrzewa,Miles Mossop 2004 Max Red (Coastal Region),Bordeaux-style Red Blend,Miles Mossop
50439,Spain,"Dusty apple aromas form the opening on this scratchy Brut Nature. Flavors of pickle brine and weedy citrus fruits end similarly. This isn't overtly faulty, but it's briny and funky.",Gran Reserva,86,22.0,Catalonia,Cava,,Michael Schachner,@wineschach,Duran 2010 Gran Reserva Sparkling (Cava),Sparkling Blend,Duran
114062,Portugal,"The second wine of the historic Mouchão estate, this contains less Alicante Bouschet than the top wine, while still having great power and concentration. There is a crisp feel, as well as plenty of acidity and forward black-currant fruit. It will be ready to drink from 2018.",Dom Rafael,90,16.0,Alentejo,,,Roger Voss,@vossroger,Mouchão 2013 Dom Rafael Red (Alentejo),Portuguese Red,Mouchão
88403,US,"This wine doesn't entirely seem in harmony with aromas of tire rubber, coffee ice cream, herbs and barrel spice. The dark fruit flavors have a full feel but a bitter note that runs from head to tail distracts.",,87,35.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Syrah (Red Mountain),Syrah,Lauren Ashton Cellars
124453,US,"Will satisfy Chardophiles with its oaky, creamy flavors and notes of pineapples, lemons and limes. Finishes dry and crisp in acidity.",Lot 101,83,10.0,California,Russian River Valley,Sonoma,,,Cameron Hughes 2007 Lot 101 Chardonnay (Russian River Valley),Chardonnay,Cameron Hughes
60725,Portugal,"This is a broad, earthy wine showing black fruits and a rich aftertaste. It has spice, juicy acidity and tannins in the background. The fruit is verging on overripe, giving a jammy aftertaste.",Alves Vieira,84,12.0,Alentejano,,,Roger Voss,@vossroger,Espaço Rural 2014 Alves Vieira Red (Alentejano),Portuguese Red,Espaço Rural
99946,Austria,"This is one of those Pinot Noirs that play hide and seek with you: is that violet or rose? Is it Bing cherry or Amarena? There is red currant and cherry fruit at the center, with overtones of oak, bright acidity and gentle tannins. This will perform best if served with food.",The Pinot Puzzle,89,30.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Nittnaus Hans und Christine 2011 The Pinot Puzzle Pinot Noir (Burgenland),Pinot Noir,Nittnaus Hans und Christine
103416,Italy,"Enticing aromas of Alpine wildflowers, chopped herbs, toasted nuts and citrus zest mingle in the glass. The vibrant palate offers hazelnut, juicy nectarine, pear and energizing mineral alongside refreshing acidity.",Fontanasanta,89,48.0,Northeastern Italy,Vigneti delle Dolomiti,,Kerin O’Keefe,@kerinokeefe,Foradori 2013 Fontanasanta Nosiola (Vigneti delle Dolomiti),Nosiola,Foradori
90125,France,"As happens with Chenin wines, this has closed up, showing only marzipan flavors without the fruit. It's a stage, and the wine needs another 2–3 years before realizing its mature potential. Screwcap.",Demi-Sec,88,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2007 Demi-Sec  (Vouvray),Chenin Blanc,Château Moncontour
12912,France,"90–92. Barrel sample. This firmly tannic wine is solid and potentially quite complex. The structure is paramount, exhibiting substantial weight, while still hinting at the juicy fruity acidity on the finish.",Barrel Sample,91,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Clinet 2012 Barrel Sample  (Pomerol),Bordeaux-style Red Blend,Château Clinet
56772,US,"Nice mix of citrus and tropical fruits in the nose, with a spicy burst on the palate. Bone dry, racy and yet still full-bodied, this excellent Viognier carries its tropical papaya flavors into a surprisingly creamy finish, laced with vanilla cream and butterscotch.",,90,20.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,RoxyAnn 2007 Viognier (Rogue Valley),Viognier,RoxyAnn
45014,Germany,"Bursting of sweet yellow cherries, tangerines and peaches, this fragrant, finely filigreed spätlese screams classic Mosel. Searing lemon-lime acidity counters lush, sunny fruit flavors, finishing with a crystalline haze of honey and nectar. It's stunning now, but has plenty of stuffing to carry through 2025 with aplomb.",Erdener Treppchen Spätlese,94,34.0,Mosel,,,Anna Lee C. Iijima,,Dr. Loosen 2014 Erdener Treppchen Spätlese Riesling (Mosel),Riesling,Dr. Loosen
91187,US,"Even nearing six years of age, this Merlot remains tannic, although the cherry and blackberry fruit is starting to dry out. There's a curious sweetness at its core. Not going anywhere, so drink up.",,85,49.0,California,Napa Valley,Napa,,,Jeff Gordon 2005 Merlot (Napa Valley),Merlot,Jeff Gordon
99681,US,"The 2005 vintage was kind to this wine, grown in the warmer, northerly Middle Reach section of the valley. While lacking the depth of the 2002 and 2003, it shows flavorful black currants, cherries and root beer, with a peppery finish. The tannins are rich and fine. Small additions of Zin, Malbec, Petite Sirah and other red varieties add complexity.",DaKine Vineyard,89,45.0,California,Russian River Valley,Sonoma,,,Longboard 2005 DaKine Vineyard Syrah (Russian River Valley),Syrah,Longboard
35745,France,"This perfumed wine offers good balance between citrus and warmer fruits. Peach and apple come together easily with the lemon flavors. The wine has a bright, tight mineral edge and is ready to drink.",Domaine Chataigneraie-Laborier Sur la Roche,91,40.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Gilles Morat 2014 Domaine Chataigneraie-Laborier Sur la Roche  (Pouilly-Fuissé),Chardonnay,Domaine Gilles Morat
114900,France,"This wine is ripe, full of yellow fruits that are balanced with crisp acidity. That gives a balanced wine that is juicy, perfumed and rich. The aftertaste is equally attractive, showing lemon-zest flavor.",,88,25.0,Burgundy,Mâcon La Roche Vineuse,,Roger Voss,@vossroger,Chanson Père et Fils 2014  Mâcon La Roche Vineuse,Chardonnay,Chanson Père et Fils
125090,Spain,"Savory oak aromas and related spice notes blend with earthy berry scents. This wine has a racy mouthfeel tempered by creamy oak. Woody, spicy, earthy flavors of berry fruits and tomato conclude with a note of vanilla on a traditional Rioja-style finish.",Reserva,88,29.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Vallobera 2015 Reserva  (Rioja),Tempranillo,Vallobera
4740,US,"This clear and bright cranberry-red wine sports a pungent nose with spice, cranberry, mocha and light cherry scents and flavors. Shows some interesting herbal nuances of thyme and oregano. Good focus in a fruit-forward style; tight and delicious with a pretty finish.",Ciel du Cheval,90,23.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),Sangiovese,Andrew Will
13516,US,"The address is Oakville, and the price is right, but this Cab could be from anywhere. It's soft and sweetly simple in cherry and blackberry jam, vanilla and oak flavors. Drink now before it fades away.",The Messenger,85,21.0,California,Oakville,Napa,,,Ministry of the Vinterior 2009 The Messenger Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Ministry of the Vinterior
51308,US,"This wine is 45% Cabernet Sauvignon, 33% Nebbiolo and 22% Sangiovese. The volatiles are amped up, bringing distraction from the aromas of cranberry, cherry and vanilla. The fruit flavors are broad and drink quite sweet.",Method,85,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Upsidedown 2014 Method Red (Columbia Valley (WA)),Red Blend,Upsidedown
36520,Moldova,"This sparkling red wine made from Muscat is cherry red in color. It has pleasant aromas and flavors of red raspberry, black cherry and sweet pomegranate juice. It could use a few more bubbles but it will satisfy the palates of wine drinkers looking for sweet red sparkling wines.",Château d'Or Sparkling Red,82,9.0,Moldova,,,Jeff Jenssen,@worldwineguys,Lion-Gri 2015 Château d'Or Sparkling Red Muscat (Moldova),Muscat,Lion-Gri
30196,Italy,"This gorgeous super Tuscan opens with inky dark concentration and bright aromas of dark cherry and prune. It feels soft, lush and creamy in the mouth. Pair it with stewed game meat.",Insoglio del Cinghiale,90,,Tuscany,Toscana,,,,Tenuta di Biserno 2011 Insoglio del Cinghiale Red (Toscana),Red Blend,Tenuta di Biserno
40889,US,"Aromas of fresh asparagus, grass and tropical fruit are followed by dry, light-bodied, easy-drinking fruit flavors. This wine doesn't offer a lot of complexity but still brings appeal.",,83,20.0,America,,,Sean P. Sullivan,@wawinereport,Original House Wine NV Sauvignon Blanc (America),Sauvignon Blanc,Original House Wine
53984,US,"This blend of mainly Syrah, with Grenache, is heavy and dull, with candied raspberry-cherry flavors that finish a little sweet.",Dry,82,16.0,California,Russian River Valley,Sonoma,,,Martin Ray 2007 Dry Rosé (Russian River Valley),Rosé,Martin Ray
122676,France,"Tropical fruits and richly herbaceous flavors come together in this ripe, fruity wine. It has a citrus core along with a fine tang of orange zest and pineapple. Ready to drink.",Les Grands Groux,89,24.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Fouassier 2010 Les Grands Groux  (Sancerre),Sauvignon Blanc,Domaine Fouassier
87890,France,"With its white fruit, lively acidity and delicious ripeness, this is very ready to drink. It's an opulent, rounded wine, with hints of spice to go with its fruit character.",Cuvée Signature Le Porusot Premier Cru,88,75.0,Burgundy,Meursault,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2009 Cuvée Signature Le Porusot Premier Cru  (Meursault),Chardonnay,Bouchard Aîné & Fils
64404,Spain,"Baked and rubbery up front, with asphalt, roasted peanut and black fruit aromas. In the mouth, it's solid and stately, with black plum and raspberry flavors, good balance and a taught, muscular structure. It tastes bright and mildly complex. Drink now through 2014.",Dido,89,30.0,Catalonia,Montsant,,Michael Schachner,@wineschach,La Universal 2008 Dido Red (Montsant),Red Blend,La Universal
12477,US,"This shows real Sauvignon character in its brisk, mouthwatering acidity. Its green grass and gooseberry notes accompany riper lemon and lime fruit.",,86,10.0,California,California,California Other,,,Tin Roof 2011 Sauvignon Blanc (California),Sauvignon Blanc,Tin Roof
9055,US,"This is a crisp, dry, and very tangy wine blended from Tocai Friulano, Pinot Blanc and Pinot Grigio. It sizzles with lemon, lime and green-apple flavors. While barrel fermented, it's not obviously oaky and seems to get its energy from high acidity instead. It will be brilliant with simply prepared shellfish, fried chicken or as a palate charger before a meal.",Sesso,89,18.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Monte Volpe 2015 Sesso White (Mendocino County),White Blend,Monte Volpe
126245,France,"Tannic and structured, chunky in style and texture. There are smoky flavors, acidity, berry fruits and black cherries as well as richness. There is a certain severity here, the wine passing through a firm stage before developing further complexity. Age for another six years.",Clos des Chênes Premier Cru,95,,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Michel Lafarge 2006 Clos des Chênes Premier Cru  (Volnay),Pinot Noir,Domaine Michel Lafarge
97434,US,"This is a lovely wine to drink now. It's so dry and elegantly constructed, with wonderfully ripe tannins and great integration of oak with the fruit. There's a nice balance of acidity to balance the blackberry, cherry and cola flavors. Drink now, with a brief decant.",Smith Ranch,91,60.0,California,Livermore Valley,Central Coast,,,Steven Kent 2007 Smith Ranch Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
85340,US,"Fragrant with smoky red fruits, this tight, young, pure Cabernet Sauvignon brings a generous mix of raspberry, pomegranate and cherry fruit into play. The firm and supple tannins are folded in seamlessly, with hints of iron, coffee and chocolate.",,94,37.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,L'Ecole No. 41 2008 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
29453,US,"Mouthwatering acidity gives this white blend needed balance to the orange, grapefruit, lemon, lime and mango flavors. It's distinctly sweet, with a sugary finish.",Vintner's Collection Aromatic,85,11.0,California,Central Coast,Central Coast,,,Sterling 2012 Vintner's Collection Aromatic White (Central Coast),White Blend,Sterling
98645,France,"Not quite as impressive as the wonderful 1998, this blend of 60% Grenache and 40% Syrah features solid black-cherry fruit and hints of smoke but seems a bit compact, with firm structure. Still, the persistent finish and reasonable depth suggest it will show better in a couple of months.",Cuvée Reservée,87,12.0,Rhône Valley,Lirac,,Joe Czerwinski,@JoeCz,Château de Ségriès 1999 Cuvée Reservée Red (Lirac),Rhône-style Red Blend,Château de Ségriès
78066,Spain,"Simultaneously snappy and creamy on the nose. The palate is a touch tangy and raw, but there's enough clean Garnacha fruit coming in raspberry/cherry flavors that it warrants more than a single pass. A little grabby and tight on the finish, but it rates as a good country wine. Imported by USA Wine Imports.",,84,12.0,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Algairen 2006 Garnacha (Cariñena),Garnacha,Algairen
94181,Portugal,"This is a soft, fruity wine that shows sweet berry aromas and gentle tannins to taste. The Trincadeira gives delicious juiciness and ripe, generous flavors. The wine is ready to drink now.",Vinhas Velhas,85,16.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2009 Vinhas Velhas Trincadeira (Tejo),Trincadeira,Casa Cadaval
64036,Italy,"Aromas of ripe plum, oak-driven spice and a whiff of pressed violet waft out of the glass. The sturdy, straightforward palate delivers dried black cherry, peppercorn and licorice alongside solid tannins. Drink 2017–2022.",,89,25.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Poggio alla Sala 2012  Vino Nobile di Montepulciano,Red Blend,Poggio alla Sala
42384,Italy,"Francesco Spadafora makes one of the best Syrahs in Sicily and Italy. This offers beautiful aromas of dark fruit and chocolate, followed by spice, leather and tobacco accents. These aromas are well integrated, resulting in a silky, creamy mouthfeel, with long persistency.",Sole dei Padri,93,35.0,Sicily & Sardinia,Sicilia,,,,Principi di Spadafora 2008 Sole dei Padri Syrah (Sicilia),Syrah,Principi di Spadafora
23709,US,"Dark berry aromas and fruity but somewhat subdued flavors are supported by firm tannins and good, mild acidity in this full-bodied wine. It is tasty and rather big in mouthfeel.",Estate,87,27.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Paskett 2015 Estate Charbono (Lodi),Charbono,Paskett
40919,Australia,"This nicely balanced Barossa Shiraz shows that not all Barossa wines are overweight. Sure, it has the soft, lush tannins and textures of its region, but there's also attractive herbal and savory overtones to the berry fruit.",,90,16.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Peter Lehmann 2006 Shiraz (Barossa),Shiraz,Peter Lehmann
46701,Portugal,"Fermented in open stone lagars, this wine has the typical opulent structure that comes from this time-honored technique. With its dark tannins and concentrated black fruits, this wine, dominated by Touriga Nacional, is ready to drink.",Grande Reserva,93,29.0,Douro,,,Roger Voss,@vossroger,Quinta do Sagrado 2009 Grande Reserva Red (Douro),Portuguese Red,Quinta do Sagrado
11672,France,"This wine has firm tannins certainly. However its main character is the delicious, juicy fruit that just bursts out of the glass. A fresh character suggests this wine will develop quickly, despite the tannic background. Drink from 2016.",Domaine Mouréou,87,16.0,Southwest France,Madiran,,Roger Voss,@vossroger,Château d'Aydie 2013 Domaine Mouréou Red (Madiran),Red Blend,Château d'Aydie
