WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,ROP,DTS,DCAL,DRHO,LITHOFACIES
16/10/2001,2929.17579,444179.25,6435585,-2902.984863,VIKING GP.,Heather Fm.,8.476996422,,1.763115048,1.174948692,2.478847742,61.92605209,0.164109543,3.020826578,78.18791962,109.4070358,3.64380908,,-0.023003196,-0.003786022,65030
15/09/2017,487.4779984,438591.9688,6478951.5,-465.4647217,NORDLAND GP.,,19.2656002,,1.619498611,1.652917743,2.067017555,64.42290497,,39.94148636,168.6656647,1.919121742,47.17099762,,,-0.56777215,65000
16/10/2001,2573.79979,444165.9688,6435564.5,-2548.495117,SHETLAND GP.,Hod Fm.,8.851599693,,2.142904043,1.987088442,2.466123104,12.01843262,0.189723849,4.851790428,74.99514771,111.0839005,3.289823055,,0.351599693,0,70000
16/10/2001,907.7277898,444150.9375,6435550,-882.6795654,NORDLAND GP.,,17.5,0.763359189,1.184056163,1.285007477,,105.0782166,,,144.5252838,73.4529419,18.49541283,,0,,65000
16/10/2005,2919.668387,448702.4063,6429290,-2876.064209,TYNE GP.,Mandal Fm.,8.554670334,2.78497982,2.669531584,2.605718613,2.403591394,182.5451965,0.343917549,7.462491512,105.3535843,,43.08190155,,0.05466992,0.007598511,65000
16/2-11 A,1301.3792,475366.9375,6518578.5,-1233.515381,HORDALAND GP.,Skade Fm.,12.24538326,,1.011901736,1.02479291,1.9866395,97.27827454,0.532504022,3.444296598,145.0597229,,53.11397553,,,-0.010934541,65000
15/09/2015,1179.896,436812.875,6462991,-1154.861938,HORDALAND GP.,Utsira Fm.,17.89781189,1.326761365,1.326761365,1.415291309,1.972100019,76.48962402,0.524816573,2.585726738,204.5157471,61.65621185,19.77694893,,0.397808492,0.029868534,65000
16/02/2016,1821.990396,476768.25,6523588.5,-1795.625488,SHETLAND GP.,Svarte Fm.,12.52563095,,2.021119118,2.029863596,2.475310564,38.87081146,0.167604134,4.949302673,87.66934204,,38.97605133,196.824173,,0.001500294,70000
15/09/2017,2648.613998,438596.3438,6478968,-2626.415771,SHETLAND GP.,Hod Fm.,9.451458931,11.47635269,6.65062809,6.244497299,2.425792694,12.38805962,0.08616174,5.295129776,81.28338623,45.3063736,3.769266367,,,-0.017169842,70000
15/09/2017,2228.029998,438597.1875,6478962,-2205.892822,ROGALAND GP.,Balder Fm.,12.79712009,1.409595013,0.845455945,0.836105168,2.258741617,37.57244492,0.401802599,4.389420033,111.8055725,38.01445389,10.90581989,,,0.014105972,65000
15/09/2015,672.368,436817.9375,6462991,-647.3647461,NORDLAND GP.,,16.595541,2.766928673,2.766928673,3.579627037,2.012158394,60.3481102,,3.004518032,193.5836639,45.19909287,23.96463585,,-0.904456973,0.067330003,65000
16/2-11 A,1567.075199,475438.2813,6518745,-1427.2052,HORDALAND GP.,Skade Fm.,12.24620247,,1.054038644,1.083958268,2.229793072,85.13899231,0.421787232,4.053776741,133.3766327,,13.77233219,,,-0.013737326,65030
16/1-6 A,1432.555735,459499.0938,6539465.5,-1395.435059,HORDALAND GP.,Skade Fm.,8.701886177,,0.867094338,0.869125545,2.072830439,54.58555603,0.478734016,3.158753872,141.7965393,,25.76106262,,,,65000
16/10/2003,1388.517599,460423,6453751.5,-1348.468872,HORDALAND GP.,Utsira Fm.,12.86141205,0.987522483,0.99295491,1.262483835,2.172234058,119.7854462,,,134.0399323,87.2990036,31.09999847,,0.611413479,0.055015799,65030
15/09/2013,2761.608,437612.4688,6470983,-2736.172852,VIKING GP.,Draupne Fm.,8.939945221,1.542626262,2.412805796,0.739288747,2.277665377,317.958374,0.488211215,5.62174511,127.6060181,111.7135544,10.11384964,,,0.039256055,65000
16/10/2002,2866.673202,443274.7188,6444986,-2839.41626,VESTLAND GP.,Hugin Fm.,10.12717819,,0.993867278,0.841341555,2.473804236,57.98261261,0.256204903,3.563523054,84.8999939,96.89578247,,,1.627180696,0.006670455,65030
15/09/2013,1120.464,437640.8438,6470975.5,-1095.415894,NORDLAND GP.,Utsira Fm.,17.91845512,,1.359803557,1.420511007,1.897037625,63.78729248,,1.807583928,145.3109436,47.39112473,49.59925079,,,0.007394045,65000
15/09/2013,2873.024,437609.4688,6470983.5,-2847.544678,VESTLAND GP.,Smith Bank Fm.,8.725365639,,2.207426548,2.067315579,2.525823116,102.3553848,0.306480914,4.101212025,86.29747009,117.5532532,2.562212229,,,0.048653968,65000
16/10/2003,2458.749599,460444.8438,6453743.5,-2418.371094,CROMER KNOLL GP.,Aasgard Fm.,9.556915283,1.218214154,1.170738339,1.567920923,2.415768385,113.5611343,0.32519713,4.967058182,102.2593765,,4.559999943,,1.056915402,0.029958356,65000
15/09/2017,1933.757998,438597.2188,6478957,-1911.666992,HORDALAND GP.,Utsira Fm.,13.32381821,0.87859416,0.792374909,0.651090145,2.153998852,59.21922684,0.484444082,3.149046421,131.1213989,39.16985321,20.92635536,,,-0.009972998,65000
15/09/2015,1691.224,436812.2188,6462995.5,-1666.149536,HORDALAND GP.,Utsira Fm.,16.83593178,0.908643484,0.908643484,0.902594566,2.004937172,66.85956574,0.500090778,2.961709261,161.3812408,67.8046875,38.45682907,,4.585935116,0.113950595,65000
16/10/2001,1112.16779,444151.375,6435550,-1087.118408,NORDLAND GP.,Utsira Fm.,17.88565826,0.446491659,1.030104876,1.061485291,,102.355217,,,153.5530548,68.27792358,18.57048798,,0.385657549,,65000
16/02/2016,1301.998396,476768.1875,6523588.5,-1275.633423,HORDALAND GP.,Skade Fm.,12.29014206,,0.865634978,0.862577796,2.002632856,88.51107025,0.420905739,4.575716496,139.7117004,,24.90428925,,,0.010956531,65000
16/02/2016,1528.782396,476768.25,6523588.5,-1502.417358,ROGALAND GP.,Balder Fm.,12.35990429,,0.678732872,0.67821312,2.096388817,48.88051605,0.460346341,4.380970955,120.324646,,45.6181221,,,0.003092072,99000
15/09/2015,2029.272,436809.375,6463003.5,-2004.082397,HORDALAND GP.,Frigg Fm.,12.69857979,0.710382223,0.710382223,0.713879943,2.201866865,35.39883423,0.418520331,3.412938118,77.33677673,78.77629852,16.13875008,,0.448581338,0.090839654,30000
16/2-11 A,2063.2032,475571.1875,6519059,-1786.830444,CROMER KNOLL GP.,Roedby Fm.,12.63016987,,1.159112573,1.169419408,2.346092224,77.12563324,0.329410642,3.865324974,115.5657883,,5.961864948,250.3486328,,-0.00832755,80000
16/11-1 ST3,1865.929201,,,,SHETLAND GP.,Hod Fm.,13.80569267,1.141777635,,,2.41019702,8.20746994,0.159292281,,81.69633484,,11.51486588,,,0.003624042,70032
15/09/2017,1176.493998,438593.1875,6478952.5,-1154.461914,NORDLAND GP.,Utsira Fm.,15.31757069,0.92341727,1.256783128,1.348702431,1.834590316,63.64312744,0.542617023,4.23618269,150.2848206,35.23221207,17.49038315,,,0.042383131,65000
15/09/2015,2545.008,436805.75,6463012,-2519.698486,SHETLAND GP.,Tor Fm.,12.08899212,2.258997679,2.258997679,2.233875275,2.481127024,10.71033573,0.178057164,5.856844902,75.48474121,103.0338669,12.54222488,,3.588991642,-0.046854176,70032
16/2-11 A,1216.411199,475346.6563,6518535,-1163.357422,HORDALAND GP.,Skade Fm.,12.35351849,,0.99338764,0.996943712,1.97183454,98.9541626,0.475322664,3.149255276,143.6447144,,46.5120163,,,-0.01184311,65000
16/10/2001,2438.06379,444162.7188,6435560.5,-2412.854004,SHETLAND GP.,Tor Fm.,12.38690949,,2.107252121,1.974901319,2.487961769,27.68522644,0.145373166,5.414037705,74.86842346,99.56597138,3.312331915,,-0.113090888,-0.020444619,70000
16/02/2016,966.0783961,476768.125,6523588,-939.7136841,NORDLAND GP.,Utsira Fm.,12.46959686,,1.210397005,1.211005688,1.975720167,93.58851624,0.515403092,3.589259863,138.2581329,,36.90791702,,,0.002506633,65000
16/1-6 A,1581.059735,459499.2188,6539540,-1523.793823,HORDALAND GP.,Grid Fm.,8.912391663,,0.572054982,0.577011883,2.237896919,55.67471695,0.485800594,5.009081364,140.7250977,,60.83943558,,,,65000
15/09/2017,1715.485998,438596.1563,6478954,-1693.428589,HORDALAND GP.,Utsira Fm.,15.12075329,1.175464988,0.832667887,0.771574616,1.992080689,51.18278503,0.449169189,2.619080782,130.2788239,36.00427246,32.70350647,,,-0.010307546,65000
15/09/2015,2444.08,436805.9688,6463011.5,-2418.773193,SHETLAND GP.,Tor Fm.,12.24999809,4.728711605,4.728711605,4.931149006,2.539723396,13.24489212,0.125103459,4.299932957,63.56409454,90.56635284,7.2587533,,-4.11E-06,-0.003086532,70000
16/10/2003,2072.517599,460435.7813,6453744,-2032.254028,SHETLAND GP.,Ekofisk Fm.,13.88305092,0.772612274,0.767984152,0.965350866,2.336148024,49.88611603,,4.587171078,85.08441162,89.3162384,29.70000076,,1.633048296,-0.017034279,70032
16/2-11 A,1583.4912,475442.9375,6518756,-1438.763428,ROGALAND GP.,Balder Fm.,12.24130249,,0.864400685,0.897959888,2.050845146,75.91679382,0.44473055,3.648413181,141.5910187,,31.86477089,,,-0.014137433,99000
15/09/2013,619.32,437642.6875,6470973,-594.2902222,NORDLAND GP.,,19.4344902,,1.762543559,2.379108667,2.171900034,65.14498901,,2.326626062,141.8707581,29.27861595,27.93602562,,,-0.006543024,65000
16/10/2001,2086.79179,444157.5313,6435555.5,-2061.665771,HORDALAND GP.,Utsira Fm.,13.00776386,,0.42268914,0.364096075,2.078078508,70.08848572,0.482816219,9.236532211,141.59552,88.84156036,10.95711517,,0.507764638,0.000477472,65000
15/09/2013,1609.448,437638.0313,6470978.5,-1584.366333,HORDALAND GP.,Utsira Fm.,14.39021874,,0.940400004,0.928395927,2.034742594,66.95209503,0.467858762,2.483228445,142.847641,57.29999924,41.70223999,,,-0.011008811,65000
15/09/2017,1240.637998,438593.5938,6478952,-1218.602417,HORDALAND GP.,Utsira Fm.,15.19499874,1.075851083,1.142675281,1.215149522,1.813297749,50.65018463,0.503551066,3.284058571,147.7826386,34.21884155,34.5668602,,,0.032184847,65030
15/09/2017,2655.757998,438596.375,6478968,-2633.559326,SHETLAND GP.,Hod Fm.,9.093799591,11.96026135,8.522853851,7.281987667,2.388834238,17.80475617,0.110430166,4.378898621,79.16152954,44.87429428,1.860570192,,,-0.022413218,80000
15/09/2017,517.5739984,438591.9688,6478951.5,-495.5600891,NORDLAND GP.,,22.76044273,,1.108811736,1.428675294,1.58856535,52.66094971,,1.509364843,168.0828552,-1.982742667,,,,0.070074156,65000
16/10/2001,1334.84779,444151.8438,6435550.5,-1309.796509,HORDALAND GP.,Utsira Fm.,17.88024902,1.253407121,1.168830395,1.074567318,,109.8790283,,,143.8769684,78.39732361,18.00756836,,0.380249679,,65000
16/11-1 ST3,2834.625201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.3227663,,,,,4.594258308,,,68.26035309,,3.269617558,,,,88000
15/09/2017,1620.181998,438595.0313,6478953.5,-1598.133911,HORDALAND GP.,Utsira Fm.,13.97571564,0.873161614,0.963016689,0.954307318,2.003834963,62.75363541,0.460992008,3.007770777,142.0803833,34.32358551,25.86574745,,,0.009302946,65000
16/10/2003,971.5815993,460420.2188,6453750.5,-931.5504761,NORDLAND GP.,Utsira Fm.,17.18676949,0.399556845,0.398758531,0.622368932,,99.4172821,,,137.6602936,512.8236694,24.93000031,,-0.313227415,,30000
15/09/2013,716.904,437642.7813,6470973,-691.87323,NORDLAND GP.,,18.01763725,,1.133132338,1.270274162,1.976600051,87.91327667,,2.332072735,157.4244995,32.66199875,45.22224045,,,-0.002090327,65000
15/09/2015,3082.784,436793.5625,6463020,-3057.246582,HEGRE GP.,Skagerrak Fm.,7.573999882,0.65965575,0.65965575,0.535781443,2.421583414,37.94041824,0.255026072,6.294444084,82.16830444,98.3548584,25.47703171,,-0.926000118,-0.020631859,30000
16/02/2016,1578.486396,476768.25,6523588.5,-1552.121582,ROGALAND GP.,Lista Fm.,12.87186241,,0.564462364,0.569332779,2.173025131,99.51516724,0.503254414,6.462543011,151.6875,,23.72554207,,,0.027866744,65000
15/09/2017,2309.805998,438597.0938,6478963.5,-2287.656494,ROGALAND GP.,Lista Fm.,13.12396336,1.876037836,1.172629476,0.943058491,2.233716011,38.02532578,0.328239948,4.328147411,109.658638,41.50315094,8.91119194,,,0.010992517,65000
15/09/2015,2077.76,436808.5313,6463004.5,-2052.546631,HORDALAND GP.,Frigg Fm.,20.14826775,0.533598363,0.533598363,0.532235444,1.948000312,50.9315033,0.507902861,3.312455893,149.198822,77.63506317,19.85865784,,7.898265839,0.092687421,65000
16/10/2001,2530.63179,444164.8125,6435563,-2505.36377,SHETLAND GP.,Hod Fm.,12.31347752,,5.151146889,5.102068424,2.578189373,23.24991608,0.075961441,5.121095657,62.07796097,110.3073044,2.025563002,,-0.186522633,-0.020875182,70032
16/11-1 ST3,1794.033201,474599.3125,6436518.5,-1763.059326,SHETLAND GP.,Hod Fm.,13.47546864,,0.903790593,0.631091714,,9.462446213,,,91.67814636,45.03016281,15.00833416,,,,70032
16/10/2002,3104.553202,443269.7813,6444990,-3077.213623,VESTLAND GP.,Skagerrak Fm.,8.29265213,,1.165171146,0.668817341,2.411464691,57.54624176,0.238658965,5.491326332,80.76055145,96.9539566,,,-0.196640894,0.020236485,65030
15/09/2013,640.904,437642.7188,6470973,-615.8739014,NORDLAND GP.,,18.76965904,,1.686725617,2.287610769,2.18428874,59.42300415,,2.228637695,146.3320618,30.31144524,20.90198708,,,0.008832585,65000
16/10/2003,509.1975993,460417.6563,6453752.5,-469.1825867,NORDLAND GP.,,17.65333939,0.7972579,0.788925171,1.25394547,,136.4018402,,,173.1069641,450.6130371,16.43023872,,0.153335959,,65000
16/02/2016,1070.502396,476768.1563,6523588.5,-1044.137817,HORDALAND GP.,Skade Fm.,12.34305668,,1.146790981,1.156891942,2.081374407,122.9387741,0.57649672,3.587940931,146.321579,,31.02593803,,,0.002570033,65000
15/09/2015,2702.784,436803.8125,6463015,-2677.432129,SHETLAND GP.,Blodoeks Fm.,8.806288719,2.915741444,2.915741444,2.551903009,2.525835037,33.33220673,0.177270666,4.883267403,78.09694672,119.3918686,14.92666245,,0.306289077,-0.036945816,80000
16/2-11 A,767.5551995,475278.9375,6518414,-743.5479126,NORDLAND GP.,,12.14955902,,1.299985051,1.311442494,2.190857172,136.8162231,0.467250466,4.195356369,135.643219,,22.70524216,,,0.015019729,65000
15/09/2017,2603.013998,438596.1563,6478968,-2580.818604,SHETLAND GP.,Tor Fm.,12.26599979,19.35557938,9.947920799,9.072657585,2.621548891,11.88141727,0.055173621,5.967999458,61.19345474,42.79174423,6.596298695,,,-0.001096564,70000
16/11-1 ST3,1158.673201,474567.9688,6436487.5,-1131.658569,HORDALAND GP.,,12.04275799,,1.065150857,0.848077476,,55.51976013,,,179.9184723,50.42211914,7.98476553,,,,65000
16/2-11 A,1845.0832,475519.2813,6518925.5,-1622.637573,SHETLAND GP.,Tor Fm.,12.79615212,,1.822936535,1.864361167,2.387175083,19.98900604,0.213337958,6.299143314,80.8699646,,7.943941116,151.8095398,,0.014901247,70000
15/09/2013,2185.072,437622.4375,6470981,-2159.743652,HORDALAND GP.,Utsira Fm.,21.84188271,,0.631942093,0.533737302,2.206566095,49.60364533,0.525795221,3.712604046,118.7454071,66.70165253,28.03610802,,,0.003639933,65000
15/09/2015,1029.264,436813.875,6462990.5,-1004.23584,NORDLAND GP.,Utsira Fm.,16.89180756,0.721575797,0.721575797,0.791906714,2.004321337,31.46040344,,2.580255032,150.6072846,55.28943634,95.03164673,,-0.608194947,0.011733938,30000
15/09/2015,664.616,436817.9688,6462991,-639.6129761,NORDLAND GP.,,17.8389988,1.778513432,1.778513432,2.420754194,2.129943371,61.67954636,,2.691308022,135.717514,44.94670487,29.18420792,,0.338999003,0.108286522,65030
16/11-1 ST3,2603.889201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.44094372,,,,,8.197348595,,,68.48979187,,1.639641166,,,,88000
16/10/2003,2639.173599,460450.7813,6453744.5,-2598.693359,VESTLAND GP.,Smith Bank Fm.,8.659934044,1.443458438,1.441459537,1.83571732,2.498277426,120.1138611,0.288351893,2.923487663,88.25889587,,23.61560249,167.168335,0.159933657,0.003018032,65000
16/11-1 ST3,1532.137201,474572,6436491.5,-1504.779175,ROGALAND GP.,Balder Fm.,14.19170666,,0.74487114,0.543949902,,27.42812157,,,179.1540985,52.12542725,7.260717392,,,,99000
16/10/2003,2656.045599,460451.4375,6453745,-2615.552734,VESTLAND GP.,Smith Bank Fm.,8.551685333,1.463457704,1.467529297,1.811642766,2.53805542,127.7812805,0.224706993,2.736532688,88.20467377,,17.73999977,166.2826691,0.051685244,0.009748967,65000
16/10/2001,2323.45579,444160.9375,6435558,-2298.291748,SHETLAND GP.,Ekofisk Fm.,12.3125,,2.961999178,2.755496264,2.487806082,26.87505722,0.136939988,5.02878952,75.19341278,104.4553223,6.724831104,,-0.1875,-0.025438571,70032
15/09/2015,2655.208,436804.5625,6463014,-2629.872559,SHETLAND GP.,Hod Fm.,9.508676529,6.400081635,6.400081635,6.072806835,2.574312925,12.00726223,0.080801293,5.979105949,63.62237167,110.9344711,11.79471016,,1.00867641,-0.035693422,70000
16/2-11 A,1803.1312,475507.3438,6518898,-1593.302856,SHETLAND GP.,Ekofisk Fm.,13.34383488,,1.209016681,1.219819784,2.301437616,14.09504986,0.268392593,5.420620441,89.05460358,,15.35782337,162.4494324,,-0.005171596,70000
16/11-1 ST3,2510.105201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.44945717,,,,,8.777516365,,,68.49626923,,3.91368413,,,,88000
16/10/2003,1908.813599,460430,6453747.5,-1868.688477,ROGALAND GP.,Lista Fm.,13.63953972,0.470872283,0.469802827,0.531838775,2.18448925,101.966629,,3.624166489,127.0710983,87.23081207,50.40000153,,1.389533401,0.029637741,65000
15/09/2013,2667.216,437613.8125,6470982,-2641.799316,SHETLAND GP.,Svarte Fm.,9.898400307,,4.723509312,4.283376217,2.563489437,35.16448212,0.121816002,4.418914795,77.19606018,110.2750015,3.740736961,,,-0.019873466,80000
16/10/2003,888.1335993,460419.8438,6453750.5,-848.1036377,NORDLAND GP.,,22.64485169,0.694447875,0.69572103,1.0749892,,134.7584229,,,147.8148956,511.556488,31.28000259,,5.144854546,,65000
16/10/2003,1781.437599,460427.125,6453748.5,-1741.350952,HORDALAND GP.,Utsira Fm.,12.92919254,0.460009515,0.460001022,0.520601988,2.117796421,98.68543243,,4.175302506,135.8897095,88.39842987,29.39999771,,0.679193914,0.033397704,65000
16/10/2003,2725.661599,460454.2813,6453745.5,-2685.106934,VESTLAND GP.,Smith Bank Fm.,8.563725472,1.592679501,1.589010358,2.009091854,2.516227245,121.045845,0.247846112,3.136327505,86.07550049,,28.84000015,160.9554901,0.063725546,-0.003910202,65000
15/09/2017,2685.093998,438596.5938,6478968,-2662.893555,SHETLAND GP.,Blodoeks Fm.,8.820300102,5.629465103,7.44692564,9.794857979,2.31878686,20.15677643,0.140842482,5.51278019,77.18003845,39.17581558,3.832818985,,,-0.013973451,80000
16/10/2003,1586.877599,460424.4375,6453750.5,-1546.820313,HORDALAND GP.,Utsira Fm.,12.81091023,0.732586145,0.73214066,0.889396191,2.131160736,111.6918335,,2.477659702,138.5626221,86.95986939,38.29999924,,0.560907364,0.008825435,65000
15/09/2017,2500.717998,438596.9375,6478967,-2478.5354,SHETLAND GP.,Tor Fm.,12.61699963,2.939114571,1.315888047,1.163442373,2.349265337,12.88858318,0.22476323,6.437819481,84.53755951,39.35857773,2.290318012,,,-0.011196979,70000
16/10/2001,2482.29579,444163.6563,6435562,-2457.059814,SHETLAND GP.,Hod Fm.,12.3125,,5.814129353,4.793074608,2.584518433,25.62940025,0.078231894,5.069546223,62.81869125,104.2755127,2.133482456,,-0.1875,-0.018631941,70032
16/10/2001,1076.14379,444151.2188,6435550,-1051.094849,NORDLAND GP.,Utsira Fm.,17.375,0.712631404,1.049906373,1.078603268,,114.9482269,,,144.7453766,70.54817963,20.58878136,,-0.125,,65000
15/09/2013,1391.48,437640.625,6470977.5,-1366.420654,HORDALAND GP.,Utsira Fm.,12.53742313,,1.386352539,1.512761474,1.892211914,80.82466126,0.55579114,2.393398523,144.4915619,56.17401886,37.22332001,,,-0.00078592,65000
15/09/2013,3239.496,437595.375,6470983,-3213.690186,VESTLAND GP.,Smith Bank Fm.,8.431382179,,2.792579651,2.710286379,2.529004097,100.7404556,0.345466495,,79.90202332,145.7412872,5.080307484,,,-0.013660673,65000
16/10/2001,3090.59979,444185.4063,6435595.5,-3063.948486,VESTLAND GP.,Skagerrak Fm.,8.760482788,,2.710644007,2.136526823,2.525572062,34.30804443,0.105787151,3.376966238,64.30522156,113.8218002,8.352385521,,0.418927461,0.008524247,30000
15/09/2015,3172.768,436791.375,6463021,-3147.196045,HEGRE GP.,Skagerrak Fm.,7.621529579,1.036698699,1.036698699,0.851121604,2.386545181,48.93351746,0.278810501,8.628927231,82.20669556,122.5989609,32.88637924,,-0.878470421,-0.018189285,30000
16/02/2016,2107.142396,476768.5313,6523588,-2080.775635,ZECHSTEIN GP.,Skagerrak Fm.,8.158232689,,1.514686108,1.682764649,2.516242504,44.08457947,0.25614506,3.960778952,64.99990082,,19.88669395,120.9111099,,-0.010841982,70000
16/10/2003,725.9495993,460419.375,6453751.5,-685.9248047,NORDLAND GP.,,17.62287331,0.696026564,0.699866056,0.992957175,,128.9911499,,,164.6697235,512.2513428,32.45000076,,0.122872278,,65000
16/10/2001,1031.60779,444151.0313,6435550,-1006.559387,NORDLAND GP.,Utsira Fm.,17.91379356,0.397707671,0.616986871,0.802217364,,59.51883316,,,133.9650879,89.44338989,25.25114441,,0.413793325,,30000
16/10/2001,1016.25579,444150.9688,6435550,-991.2075806,NORDLAND GP.,,17.65393829,0.394796759,0.747337043,0.865177035,,83.79096222,,,141.0248718,82.84662628,37.23174667,,0.153938264,,65000
15/09/2015,3112.424,436792.6563,6463020,-3086.871338,HEGRE GP.,Skagerrak Fm.,7.807906628,0.900449455,0.900449455,0.707019568,2.368409634,62.53402329,0.251493961,5.902629375,84.33218384,121.909111,40.26472473,,-0.692093313,-0.029736066,65030
16/1-6 A,1551.115735,459498.8125,6539523.5,-1498.83374,HORDALAND GP.,Grid Fm.,8.241200447,,0.287157804,0.281853229,1.946413994,21.55627441,0.358707577,2.318273306,127.5502091,,109.7909622,,,,30000
16/10/2001,1029.32779,444151.0313,6435550,-1004.27948,NORDLAND GP.,Utsira Fm.,17.85634613,0.401807964,0.5811553,0.779537857,,64.34528351,,,133.6746826,88.77852631,22.35063553,,0.356346905,,30000
16/02/2016,1909.542396,476768.2188,6523588.5,-1883.177368,CROMER KNOLL GP.,Roedby Fm.,8.65680027,,1.362312674,1.307814479,2.34370923,94.6999588,0.345175415,2.934592009,112.2442474,,10.88045597,271.9375305,,-0.00916146,80000
16/10/2001,2289.40779,444160.5313,6435557.5,-2264.25,SHETLAND GP.,Ekofisk Fm.,12.5078001,,0.942357838,0.971915186,2.288102388,22.9258728,0.245976031,4.146790028,87.86992645,109.5930862,2.570326328,,0.007800102,-0.02220672,70000
15/09/2015,2415.96,436806.0938,6463011.5,-2390.654785,ROGALAND GP.,Lista Fm.,13.55741978,0.991089404,0.991089404,0.938373625,2.209929705,54.77772141,0.415997833,3.475309849,108.9045258,93.44944,9.682222366,,1.307423949,0.163729906,65000
16/02/2016,2111.398396,476768.5625,6523588,-2085.031494,ZECHSTEIN GP.,Skagerrak Fm.,8.259999275,,2.153737068,2.252934694,2.51070261,54.97096634,0.247600824,4.185799122,63.25906372,,15.77839565,115.1616821,,-0.009399131,70000
16/02/2016,1945.870396,476768.2188,6523588.5,-1919.505249,CROMER KNOLL GP.,Aasgard Fm.,8.55777359,,1.170476317,1.116803527,2.031858444,186.4052277,0.52937752,6.01746273,117.74189,,7.6914258,320.9913635,,0.02039057,65000
15/09/2017,1422.429998,438593.9375,6478952,-1400.391724,HORDALAND GP.,Utsira Fm.,12.53100014,0.827996254,1.26209414,1.266782761,1.909884453,77.97080994,0.514067113,2.295420647,148.2582855,35.07130814,22.42662048,,,-0.000290427,65000
16/11-1 ST3,1658.297201,474585.1563,6436504.5,-1629.197266,SHETLAND GP.,Tor Fm.,12.61205101,,0.999702871,0.68110317,,10.85780525,,,87.67441559,41.6571312,13.17736816,,,,70032
16/10/2001,3083.60779,444185.125,6435595,-3056.977051,VESTLAND GP.,Skagerrak Fm.,8.595744133,,2.003438473,1.356823564,2.488857746,53.22808456,0.148520023,3.675229311,74.4467392,115.9185181,3.598315239,,0.095744588,-0.0031,30000
16/01/2002,2700.604002,455221.3438,6533321.5,-2675.604004,VIKING GP.,Smith Bank Fm.,16.01316452,1.074236989,1.073323727,1.208102942,2.239495277,61.76097488,0.353560805,,86.23026276,104.9380264,206.0251617,,,0.117488518,65000
15/09/2013,3096.16,437603.5313,6470983.5,-3070.595215,VESTLAND GP.,Smith Bank Fm.,9.725252152,,2.451755524,2.369374991,2.528749943,95.23425293,0.314641565,,87.65395355,134.3183289,4.26184988,,,0.085538559,65000
15/09/2015,2187.2,436807.1875,6463008,-2161.931885,HORDALAND GP.,Frigg Fm.,20.69480515,0.520376444,0.520376444,0.54817313,2.108632564,58.97444153,0.45090121,2.681247234,145.5935059,80.04233551,37.04523468,,8.44480896,0.040089786,65000
15/09/2017,2497.069998,438596.9375,6478967,-2474.888184,SHETLAND GP.,Tor Fm.,12.43799973,9.983308792,4.431591988,2.532417774,2.564479828,9.113171578,0.151616335,6.144062519,66.49295807,36.92391968,3.566077948,,,-0.005111161,70000
16/02/2016,960.1503961,476768.125,6523588,-933.7857056,NORDLAND GP.,Utsira Fm.,12.52698994,,1.25388062,1.245821238,2.017409086,95.68402863,0.336718291,4.462386131,140.323822,,31.3758316,,,0.010883637,65000
15/09/2013,692.28,437642.8125,6470973,-667.2494507,NORDLAND GP.,,17.4311676,,1.167214513,1.358378291,1.984334827,77.27528381,,2.240200043,156.9892578,30.28389359,40.06371307,,,0.012900529,65000
16/10/2001,1918.37579,444154.3125,6435555,-1893.282227,HORDALAND GP.,Utsira Fm.,12.68873692,,0.763447523,0.675956667,2.148405075,88.01013947,0.455983996,6.62079525,116.9312439,94.4653244,12.21433163,,0.188736633,-0.006692712,65000
16/2-11 A,1501.1072,475419.5938,6518702.5,-1380.724121,HORDALAND GP.,Skade Fm.,12.55401802,,1.00908947,1.066917062,2.186985731,138.4784241,0.515354872,3.180149078,126.9411469,,32.66266251,,,-0.008906059,65000
16/11-1 ST3,2538.529201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.41375637,,,,,8.363518715,,,68.29019165,,1.94991827,,,,88000
16/2-11 A,2360.2112,475637.9375,6519189.5,-2045.109985,HEGRE GP.,Skagerrak Fm.,8.582000732,,2.058998346,2.049746752,2.402481079,75.88594818,,3.23203516,,,18.77798271,,,-0.003418105,65030
15/09/2017,960.0459984,438592,6478953,-938.0209961,NORDLAND GP.,Utsira Fm.,16.8400135,,0.662148058,0.795448065,1.737180114,43.57808304,,1.737733483,151.6593933,34.4401207,60.20427704,,,-0.010249861,30000
15/09/2017,2472.901998,438597.0313,6478966.5,-2450.724609,ROGALAND GP.,Heimdal Fm.,13.08917618,1.166691423,1.172215462,1.124760389,2.314087868,42.20016098,0.32673493,5.955645084,110.3335648,45.23511887,7.490676403,,,0.030542607,65000
16/2-11 A,2220.9792,475607,6519130,-1923.089844,VESTLAND GP.,Intra Draupne Fm. Sst.,9.083362579,,1.947016835,1.920590162,2.34699893,84.47794342,0.381726593,4.209068775,100.8817825,,18.94998741,208.4732208,,-0.001231375,65000
