Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2006-06-28 00:01:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.40552479680001,37.7977714997338
2013-04-06 02:00:00,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Saturday,MISSION,NONE,2700 Block of 16TH ST,-122.41422270476299,37.76532508532621
2012-11-17 14:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,1600 Block of OCEAN AV,-122.45956459533701,37.7246926893786
2008-11-10 22:10:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,BAYVIEW,NONE,1000 Block of GILMAN AV,-122.389056277059,37.71882202740071
2011-05-06 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,2500 Block of BALBOA ST,-122.48607401517,37.776172801201895
2011-09-23 20:47:00,ASSAULT,BATTERY,Friday,BAYVIEW,NONE,700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539
2014-02-21 15:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,TARAVAL,NONE,1000 Block of CAPITOL AV,-122.459270528471,37.720948065503705
2014-11-10 16:32:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2006-11-28 03:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TARAVAL,NONE,1800 Block of 26TH AV,-122.48397688698999,37.7529567745119
2012-03-24 17:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,500 Block of DELTA ST,-122.409409528434,37.71347361160221
2015-04-17 18:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.424688703591,37.7853339640306
2006-02-11 19:26:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2013-11-01 10:00:00,MISSING PERSON,FOUND PERSON,Friday,MISSION,LOCATED,300 Block of VALENCIA ST,-122.42202013701299,37.76701047078
2011-03-12 00:01:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED",20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2006-05-20 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,1600 Block of MCKINNON AV,-122.38974598966,37.7360920311297
2003-03-21 23:30:00,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Friday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,THOMAS AV / KEITH ST,-122.38942129908199,37.729353849275896
2008-11-25 00:45:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Tuesday,MISSION,"ARREST, BOOKED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2003-04-02 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,1900 Block of GREEN ST,-122.431219934561,37.7967312479105
2008-01-25 17:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",MISSION ST / BRAZIL AV,-122.434870543645,37.724589160901
2007-12-12 13:10:00,OTHER OFFENSES,AGGRESSIVE SOLICITING,Wednesday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 5TH ST,-122.401846367522,37.7790324136251
2011-10-04 11:55:00,ASSAULT,ASSAULT,Tuesday,TENDERLOIN,"ARREST, CITED",600 Block of OFARRELL ST,-122.41485048052401,37.78560875883029
2010-04-10 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,CENTRAL,"ARREST, CITED",1600 Block of STOCKTON ST,-122.409212768605,37.8009250806392
2014-05-16 23:00:00,PROSTITUTION,HUMAN TRAFFICKING,Friday,NORTHERN,NONE,POST ST / POLK ST,-122.41993011161101,37.7868262082156
2004-03-15 14:00:00,BURGLARY,SAFE BURGLARY,Monday,CENTRAL,NONE,1000 Block of GRANT AV,-122.406673333441,37.796480345315
2003-08-18 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-06-15 19:07:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED",MISSION ST / SANTAROSA AV,-122.43398462511699,37.7257629202825
2013-03-22 17:21:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",JONES ST / OFARRELL ST,-122.412970537591,37.78578837668879
2009-08-31 11:30:00,OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED",100 Block of KIRKWOOD AV,-122.372788031758,37.728597605294105
2008-07-09 13:43:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,MISSION,"ARREST, CITED",3000 Block of MISSION ST,-122.41802488008499,37.748586884057204
2004-11-08 08:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Monday,TARAVAL,NONE,1200 Block of 17TH AV,-122.475119678026,37.764578918745705
2012-09-23 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,2200 Block of STOCKTON ST,-122.41033761357599,37.8065128768551
2004-09-05 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,PARK,"ARREST, CITED",1700 Block of TURK ST,-122.437493921383,37.779870435121104
2006-12-11 22:16:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,900 Block of KANSAS ST,-122.40293081410299,37.7576761420588
2009-05-31 21:00:00,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Sunday,MISSION,NONE,25TH ST / CAPP ST,-122.417201182657,37.7507046984566
2006-03-10 19:20:00,VANDALISM,MALICIOUS MISCHIEF,Friday,MISSION,NONE,24TH ST / FOLSOM ST,-122.414089000708,37.75250507857579
2013-10-03 17:56:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2011-04-08 17:28:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,RICHMOND,"ARREST, BOOKED",LAKE ST / 2ND AV,-122.460403442401,37.786863415365204
2015-03-06 09:45:00,MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,NONE,600 Block of HEARST AV,-122.45229608933501,37.7306215653725
2012-09-08 23:48:00,ASSAULT,BATTERY,Saturday,MISSION,NONE,25TH ST / FAIROAKS ST,-122.423829719283,37.7503055004017
2010-10-23 13:10:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609
2003-02-19 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,17TH ST / SHOTWELL ST,-122.416230392551,37.7636337703031
2003-02-21 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,500 Block of WOOLSEY ST,-122.407078050888,37.72411745184829
2009-12-11 15:00:00,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",Friday,BAYVIEW,NONE,300 Block of RHODEISLAND ST,-122.402692008641,37.7654113280146
2006-02-11 20:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,RICHMOND,NONE,500 Block of ARGUELLO BL,-122.45886303096901,37.780273780587
2012-05-06 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,BAY ST / STOCKTON ST,-122.41031378873899,37.8060266607919
2015-01-23 20:37:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Friday,SOUTHERN,"ARREST, BOOKED",0 Block of MAIN ST,-122.395771566799,37.7924309627476
2010-03-25 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,3700 Block of SAN BRUNO AV,-122.399801260212,37.714885475807705
2007-06-30 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,BAYVIEW,NONE,0 Block of MIDDLEPOINT RD,-122.37934537972001,37.73574190685721
2004-04-29 23:55:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,NONE,2800 Block of GOLDEN GATE AV,-122.45759089624501,37.7762481844578
2006-10-19 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,BROOK ST / MISSION ST,-122.423091821258,37.7406428496024
2005-07-28 13:18:00,OTHER OFFENSES,INDECENT EXPOSURE,Thursday,CENTRAL,NONE,JEFFERSON ST / POWELL ST,-122.41252723968799,37.8086250594963
2006-11-29 15:30:00,ASSAULT,BATTERY,Wednesday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2013-05-02 23:50:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.784089036686794
2015-04-17 01:09:00,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431785788099,37.7799444052046
2003-02-03 19:10:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Monday,TENDERLOIN,NONE,300 Block of MASON ST,-122.40979743014799,37.7864220856559
2003-12-09 20:00:00,RUNAWAY,RUNAWAY,Tuesday,TARAVAL,NONE,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
2006-11-17 22:14:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",SANTAROSA AV / SAN JOSE AV,-122.44006053770599,37.7289236478165
2014-12-26 10:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2004-08-22 17:48:00,OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,NONE,MISSION ST / BRAZIL AV,-122.434870543619,37.7245891609336
2009-10-02 02:21:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",MISSION ST / 30TH ST,-122.42197091902901,37.74237522452549
2009-03-06 14:30:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2004-01-09 06:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-02-24 14:24:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,BUCHANAN ST / EDDY ST,-122.429042228256,37.781845649508
2004-03-21 16:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,BAYVIEW,NONE,3RD ST / GALVEZ AV,-122.38847839628401,37.741109286489504
2005-11-01 00:01:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,MISSION,NONE,300 Block of GUERRERO ST,-122.42429614527,37.7655714839397
2009-05-11 15:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED",GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036
2011-09-21 21:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,SOUTHERN,NONE,GOUGH ST / STEVENSON ST,-122.42144246365999,37.7726384794114
2013-07-13 08:45:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,INGLESIDE,NONE,MISSION ST / PRECITA AV,-122.419123525573,37.746775517904894
2015-04-04 22:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
2003-10-01 09:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,INGLESIDE,NONE,0 Block of VALLEY ST,-122.42345430831699,37.7447521685577
2005-02-26 14:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,NORTHERN,NONE,VANNESS AV / GEARY BL,-122.42139581912201,37.7856843389243
2008-10-19 13:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,TENDERLOIN,"ARREST, CITED",HYDE ST / MCALLISTER ST,-122.41531796699199,37.7807179285998
2014-02-03 17:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-12-24 14:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,NORTHERN,NONE,100 Block of LARKIN ST,-122.41660769511499,37.7791387543353
2005-11-17 07:01:00,WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED",DIVISION ST / 9TH ST,-122.40594229090401,37.7696597423258
2005-07-01 16:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,NORTHERN,NONE,3200 Block of GOUGH ST,-122.428238766966,37.8032766201229
2009-09-01 09:30:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,SOUTHERN,NONE,0 Block of SOUTHPARK AV,-122.393092579681,37.7823359738287
2005-03-07 23:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,MISSION,NONE,100 Block of DOLORES ST,-122.42642250825001,37.7666816346904
2008-02-21 15:57:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,NORTHERN,"ARREST, BOOKED",100 Block of FILLMORE ST,-122.430282421772,37.7709327759985
2010-04-10 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2011-07-16 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,MISSION,NONE,2500 Block of HARRISON ST,-122.412202536007,37.7566197885385
2005-09-23 11:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
2006-09-04 00:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,MISSION,NONE,JULIAN AV / 15TH ST,-122.421057854839,37.766598778147795
2013-10-15 12:00:00,NON-CRIMINAL,COURTESY REPORT,Tuesday,SOUTHERN,UNFOUNDED,300 Block of TOWNSEND ST,-122.39616405853201,37.7762328753299
2008-02-20 22:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-10-31 20:30:00,MISSING PERSON,MISSING JUVENILE,Friday,PARK,NONE,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
2013-11-12 13:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,NORTHERN,LOCATED,100 Block of GOUGH ST,-122.42252702436701,37.7743290801717
2003-05-28 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,MISSION,NONE,CAPP ST / CESAR CHAVEZ ST,-122.418221946237,37.7481664084031
2009-10-04 02:40:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,0 Block of DRUMM ST,-122.396421943768,37.7941447423704
2005-04-05 12:23:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / HAWES ST,-122.389461814676,37.7199285121568
2013-09-07 12:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE,600 Block of LAGUNA ST,-122.426246979454,37.7767259882772
2012-11-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,PARK,NONE,0 Block of HENRY ST,-122.432228457227,37.7667838886869
2012-09-22 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,3RD ST / HARRISON ST,-122.39738878482599,37.7825543452426
2009-11-01 10:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2008-05-04 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,CENTRAL,NONE,CALIFORNIA ST / MASON ST,-122.410820939447,37.7918334597232
2012-10-18 11:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE,100 Block of SPEAR ST,-122.393326499811,37.791873623989
2009-03-07 22:00:00,ASSAULT,BATTERY,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of PEARL ST,-122.42386903391399,37.771003420931294
2013-10-15 11:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,"ARREST, CITED",600 Block of MARKET ST,-122.403070886779,37.7877867423496
2003-11-15 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,LAWRENCE AV / MISSION ST,-122.450882033123,37.7094118371011
2004-12-20 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,NORTHERN,NONE,2400 Block of FILLMORE ST,-122.43440245623002,37.7920487528292
2005-12-26 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,TAYLOR ST / SUTTER ST,-122.41188879183001,37.7888082903568
2008-02-24 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Sunday,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.42130534839599,37.7321638759455
2013-03-24 07:20:00,NON-CRIMINAL,"AIDED CASE, SICK PERSON",Sunday,PARK,NONE,STANYAN ST / WALLER ST,-122.45335464746901,37.7682463076665
2013-11-02 12:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,RICHMOND,NONE,400 Block of 2ND AV,-122.459859587242,37.7802326723286
2015-04-30 15:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,1100 Block of PINE ST,-122.41491687548401,37.7902802865906
2012-10-18 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of BAY ST,-122.421024261905,37.8047295639777
2014-03-23 03:30:00,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Sunday,NORTHERN,NONE,1800 Block of FRANKLIN ST,-122.42432104453,37.791523099113995
2003-04-04 08:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED",15TH ST / GUERRERO ST,-122.424260561387,37.7664064445132
2003-12-24 08:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,RICHMOND,NONE,3500 Block of CLEMENT ST,-122.497736707073,37.781371940294
2008-03-22 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,"ARREST, CITED",3200 Block of 21ST ST,-122.42018347354099,37.7569031444241
2009-10-29 11:56:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",1400 Block of VALENCIA ST,-122.420497863936,37.749686670992
2005-02-08 20:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,VALLEJO ST / MONTGOMERY ST,-122.404058530632,37.7991726841368
2014-09-19 01:24:00,OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Friday,BAYVIEW,JUVENILE CITED,3RD ST / FITZGERALD AV,-122.39526548840401,37.7232222390124
2011-08-25 16:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,RICHMOND,NONE,500 Block of 23RD AV,-122.482453500706,37.7773103730721
2013-10-28 07:32:00,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",100 Block of DAKOTA ST,-122.395635436168,37.7535645746594
2005-12-12 09:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,600 Block of GOUGH ST,-122.42346947231,37.7789716986194
2012-10-16 16:39:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TARAVAL,"ARREST, CITED",OCEAN AV / GENEVA AV,-122.452330120871,37.7230787059359
2014-12-09 16:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-09-06 21:20:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2005-03-12 19:00:00,VEHICLE THEFT,TAMPERING WITH A VEHICLE,Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2004-05-28 17:14:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,BAYVIEW,"ARREST, BOOKED",1700 Block of 25TH ST,-122.39604512672199,37.7523940273841
2011-03-10 00:15:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,MISSION,"ARREST, BOOKED",2300 Block of FOLSOM ST,-122.41483349405199,37.75967793721461
2012-06-11 20:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,500 Block of 3RD ST,-122.394402506696,37.7802494745874
2014-09-21 11:55:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE,1800 Block of BUSH ST,-122.42769976632201,37.7877002417804
2006-09-22 19:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / OFARRELL ST,-122.416261836834,37.78537508463761
2008-06-25 17:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,BAYVIEW,NONE,1800 Block of PALOU AV,-122.395161979914,37.736457144396404
2013-05-14 22:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,MISSION,"ARREST, BOOKED",1200 Block of TREAT AV,-122.41283040295001,37.7501495078008
2004-08-17 14:37:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2006-05-06 05:16:00,NON-CRIMINAL,AIDED CASE,Saturday,MISSION,NONE,MISSION ST / 17TH ST,-122.419515708406,37.7634292328496
2010-12-01 10:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,MISSION,"ARREST, CITED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2011-06-19 09:18:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,INGLESIDE,"ARREST, BOOKED",0 Block of CASSANDRA CT,-122.448709310437,37.7093911042026
2010-02-28 14:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, CITED",VALLEJO ST / POLK ST,-122.421962957931,37.796898966685
2009-12-25 22:31:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2010-07-26 08:52:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,TENDERLOIN,"ARREST, CITED",HYDE ST / MARKET ST,-122.414743835382,37.778719262789004
2011-11-02 05:58:00,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,TENDERLOIN,JUVENILE CITED,300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2015-03-05 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,700 Block of THE EMBARCADEROSOUTH ST,-122.40071180486,37.80238450205921
2010-10-18 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,GEARY BL / PARKER AV,-122.45417655784,37.78159927988379
2004-08-22 14:55:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE,EDDY ST / BUCHANAN ST,-122.429042228263,37.7818456494851
2015-04-19 12:23:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED",1100 Block of TURK ST,-122.428840433603,37.780972734343706
2010-05-19 12:40:00,TRESPASS,TRESPASSING,Wednesday,BAYVIEW,"ARREST, BOOKED",1600 Block of 25TH ST,-122.395081830837,37.752452049953604
2014-08-18 09:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2013-03-23 10:30:00,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,BAYVIEW,NONE,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
2011-03-09 14:10:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2010-01-17 18:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, CITED",EDDY ST / FILLMORE ST,-122.432329732386,37.7814292195409
2008-12-24 19:50:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,INGLESIDE,NONE,0 Block of GARRISON AV,-122.41295951851102,37.71071265366521
2003-03-04 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Tuesday,NORTHERN,NONE,1000 Block of POLK ST,-122.419812186232,37.7866019512795
2011-10-20 10:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,"ARREST, CITED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2003-07-10 16:15:00,ASSAULT,BATTERY,Thursday,CENTRAL,"ARREST, CITED",0 Block of RUSSIAN HILL PL,-122.415049125883,37.7980318302951
2008-06-24 10:48:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,BAYVIEW,NONE,PALOU AV / DORMAN AV,-122.40132058599899,37.7401089055538
2003-11-12 13:25:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,PARK,"ARREST, BOOKED",1600 Block of EDDY ST,-122.434799498453,37.781057835276705
2009-02-02 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,1400 Block of 39TH AV,-122.49842666122801,37.7598007973334
2012-11-14 19:13:00,WARRANTS,WARRANT ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",15TH AV / LINCOLN WY,-122.47292319148701,37.7656404316299
